date,ge4,ge12,ge25,ge50,ge100,ge150,ge200,ge250,ge300
1999-04-09,94592,74540,58376,40676,0,0,0,0,0
1999-04-16,95258,74929,58775,40981,0,0,0,0,0
1999-04-23,95825,75418,59137,41302,0,0,0,0,0
1999-04-30,96358,75855,59463,41605,0,0,0,0,0
1999-05-07,96935,76485,59919,42045,0,0,0,0,0
1999-05-14,97444,76951,60341,42329,0,0,0,0,0
1999-05-21,98063,77403,60698,42610,0,0,0,0,0
1999-05-28,98653,77885,61035,42875,0,0,0,0,0
1999-06-04,99198,78319,61377,43136,0,0,0,0,0
1999-06-11,99727,78785,61771,43687,0,0,0,0,0
1999-06-18,100256,79271,62168,43994,0,0,0,0,0
1999-06-25,100950,79954,62924,44307,0,0,0,0,0
1999-07-02,101456,80356,63351,44614,0,0,0,0,0
1999-07-09,101938,80842,63693,44878,0,0,0,0,0
1999-07-16,102572,81338,64130,45154,0,0,0,0,0
1999-07-23,103321,81813,64513,45439,0,0,0,0,0
1999-07-30,103802,82282,64983,45736,0,0,0,0,0
1999-08-06,104298,82728,65403,46022,0,0,0,0,0
1999-08-13,104813,83269,65876,46306,0,0,0,0,0
1999-08-20,105533,83706,66288,46630,0,0,0,0,0
1999-08-27,106217,84170,66677,46993,0,0,0,0,0
1999-09-03,106869,84731,67104,47274,0,0,0,0,0
1999-09-10,107626,85335,67532,47568,0,0,0,0,0
1999-09-17,108318,85761,68145,47825,0,0,0,0,0
1999-09-24,108902,86278,68542,48103,0,0,0,0,0
1999-10-01,109524,86745,68937,48434,0,0,0,0,0
1999-10-08,110086,87152,69294,48748,23796,0,0,0,0
1999-11-05,110815,87685,69683,48995,26570,0,0,0,0
2000-01-07,111507,88183,70029,49380,27164,0,0,0,0
2000-01-14,112171,88733,70420,49685,27746,0,0,0,0
2000-01-21,112967,89286,70837,49942,28030,0,0,0,0
2000-01-28,115706,89724,71225,50198,28351,0,0,0,0
2000-02-04,121598,90194,71605,50460,28607,0,0,0,0
2000-02-11,124228,90646,72102,50759,28739,0,0,0,0
2000-02-18,125394,91185,72511,51016,28909,0,0,0,0
2000-02-25,126194,91804,72862,51577,29139,0,0,0,0
2000-03-03,127221,92420,73233,51933,29307,0,0,0,0
2000-03-10,128244,93097,73582,52214,29496,0,0,0,0
2000-03-17,129247,95547,73933,52574,29652,0,0,0,0
2000-03-24,130380,100462,74359,52853,29857,0,0,0,0
2000-03-31,131220,101609,74804,53236,30079,0,0,0,0
2000-04-07,132065,102542,75239,53563,30286,0,0,0,0
2000-04-21,133064,103270,75710,53899,30467,0,0,0,0
2000-04-28,134134,104123,76060,54239,30725,0,0,0,0
2000-05-05,135066,104907,76505,54544,30925,0,0,0,0
2000-05-12,136043,105740,76929,54818,31124,0,0,0,0
2000-05-19,137794,106913,77428,55164,31328,0,0,0,0
2000-05-26,138762,107652,77925,55542,31539,0,0,0,0
2000-06-02,139531,108346,78480,55831,31736,0,0,0,0
2000-06-09,140432,109108,79102,56188,31993,0,0,0,0
2000-06-16,141493,110061,81217,56520,32232,0,0,0,0
2000-06-23,142456,110899,85186,56841,32449,0,0,0,0
2000-06-30,143479,111738,86130,57138,32679,0,0,0,0
2000-07-07,144622,113247,86736,57502,32956,0,0,0,0
2000-07-14,145413,114020,87306,57869,33146,0,0,0,0
2000-07-21,146544,114654,88068,58197,33341,0,0,0,0
2000-07-28,148404,115364,88736,58503,33514,0,0,0,0
2000-08-04,149150,116270,89333,58954,33717,0,0,0,0
2000-08-11,150265,117110,90372,59357,34136,0,0,0,0
2000-08-18,151261,117972,90974,59679,34347,0,0,0,0
2000-08-25,152310,118915,91560,59996,34560,0,0,0,0
2000-09-01,153202,119639,92362,60316,34792,0,0,0,0
2000-09-08,154512,120556,93232,60612,35005,0,0,0,0
2000-09-15,159801,121731,93943,60983,35199,0,0,0,0
2000-09-22,160805,122511,94694,61339,35409,0,0,0,0
2000-09-29,161735,123388,95956,61762,35628,0,0,0,0
2000-10-06,162567,124269,96670,62197,35807,0,0,0,0
2000-10-13,163905,125136,97222,62503,36016,0,0,0,0
2000-10-20,164986,125922,97867,62864,36198,0,0,0,0
2000-10-27,165948,127048,98608,63233,36398,0,0,0,0
2000-11-03,166867,127974,99352,63668,36541,0,0,0,0
2000-11-10,167973,128885,100139,64006,36641,0,0,0,0
2000-11-17,168909,129667,100792,64296,36796,0,0,0,0
2000-11-24,169875,130321,101198,64713,36962,0,0,0,0
2000-12-01,170747,130879,101805,65763,37082,0,0,0,0
2000-12-08,171489,131834,102572,67709,37256,16557,0,0,0
2000-12-15,172758,132485,103055,68421,37407,21447,0,0,0
2000-12-22,173760,133058,103665,68789,37517,22365,0,0,0
2000-12-29,174929,133742,104243,69145,37709,22751,0,0,0
2001-01-05,177107,134388,104783,69647,37895,22962,0,0,0
2001-01-12,178727,134988,105310,69999,38018,23236,0,0,0
2001-01-19,180020,135598,106192,70285,38142,23436,0,0,0
2001-01-26,192606,136269,106770,70637,38273,23534,0,0,0
2001-02-02,193357,137120,107373,70955,38384,23647,0,0,0
2001-02-16,194270,137906,107863,71268,38638,23782,0,0,0
2001-02-23,195195,139028,108338,71704,38823,23885,0,0,0
2001-03-02,196307,140865,108791,72144,38983,24000,0,0,0
2001-03-09,197740,142117,109316,72498,39128,24082,0,0,0
2001-03-16,201201,142926,109760,72924,39271,24161,0,0,0
2001-04-20,203384,154264,110208,73549,39474,24271,0,0,0
2001-04-27,204635,154798,110709,74006,39602,24441,0,0,0
2001-05-04,205614,155334,111207,74325,39745,24530,0,0,0
2001-05-11,207139,155971,111655,74689,39876,24659,0,0,0
2001-05-18,212850,157034,112154,75014,40008,24777,0,0,0
2001-05-25,214847,157919,112758,75463,40132,24886,0,0,0
2001-06-01,226339,161508,113418,75769,40275,25001,0,0,0
2001-06-08,228065,163356,114014,76119,40391,25112,0,0,0
2001-06-15,231241,164398,114746,76389,40519,25245,0,0,0
2001-06-22,232497,165219,116015,76793,40681,25379,0,0,0
2001-06-29,233738,166745,116739,77281,40810,25554,0,0,0
2001-07-13,234754,171120,117366,77565,40968,25676,0,0,0
2001-07-20,235792,172684,118332,77893,41103,25802,0,0,0
2001-07-27,236715,174233,118771,78228,41240,25931,0,0,0
2001-08-03,237681,175473,119228,78632,41393,26032,0,0,0
2001-08-10,239470,176421,119767,78988,41559,26110,0,0,0
2001-08-17,240718,177727,120982,79467,41706,26205,0,0,0
2001-08-24,242095,178729,121666,79896,41848,26323,0,0,0
2001-08-31,244002,179582,125940,80349,42057,26585,0,0,0
2001-09-07,245639,180626,127568,80735,42206,26713,0,0,0
2001-09-14,247065,181503,128403,81083,42348,26797,0,0,0
2001-09-21,248573,182470,129182,81510,42507,26886,0,0,0
2001-09-28,249981,183997,130467,81890,42636,26999,0,0,0
2001-10-05,251120,184935,133740,82243,42775,27094,0,0,0
2001-10-12,252188,185860,134885,82600,42926,27200,0,0,0
2001-10-19,253214,186795,135664,83018,43119,27306,0,0,0
2001-10-26,254223,187698,136507,83338,43288,27405,0,0,0
2001-11-02,255224,188604,137264,83692,43463,27492,0,0,0
2001-11-09,256147,189848,138203,84149,43605,27577,0,0,0
2001-11-16,257080,190804,138952,84562,43778,27678,0,0,0
2001-11-23,258276,191565,139689,85065,43937,27774,0,0,0
2001-11-30,259328,192474,140430,85412,44106,27856,0,0,0
2001-12-07,261060,193291,141129,86006,44334,27946,0,0,0
2001-12-14,261961,194105,141877,87075,44577,28045,0,0,0
2001-12-21,262771,195014,143039,87636,45260,28145,0,0,0
2001-12-28,263630,195835,143819,88209,46273,28244,13586,0,0
2002-01-04,264748,196622,144537,89292,46722,28332,17844,0,0
2002-01-11,268130,197484,145257,89642,46903,28419,18698,0,0
2002-01-18,269081,198488,146071,89945,47106,28580,18986,0,0
2002-01-25,269518,199386,146795,90379,47384,28721,19148,0,0
2002-02-01,270001,200191,147515,91716,47621,28806,19351,0,0
2002-02-08,270971,200942,148248,92265,47810,28889,19512,0,0
2002-02-15,271949,201719,148903,97724,48048,28967,19588,0,0
2002-02-22,272863,202905,149712,99140,48255,29033,19674,0,0
2002-03-01,273903,205910,150476,99825,48479,29197,19794,0,0
2002-03-08,275012,206789,151205,100397,48780,29334,19880,0,0
2002-03-15,275890,207217,151902,101318,49093,29437,19963,0,0
2002-03-22,276845,207865,152575,103567,49304,29544,20027,0,0
2002-03-29,278069,208743,153298,104309,49611,29644,20089,0,0
2002-04-05,278965,209629,154016,104876,49969,29775,20160,0,0
2002-04-12,279843,210595,154935,105499,50191,29869,20302,0,0
2002-04-19,280972,211553,155800,106135,50388,29962,20370,0,0
2002-04-26,281996,212512,156591,106767,50626,30074,20464,0,0
2002-05-03,283116,213318,157262,107370,50873,30176,20564,0,0
2002-05-10,284031,214206,158018,107960,51135,30263,20662,0,0
2002-05-17,284912,215341,158995,108613,51312,30365,20748,0,0
2002-05-24,285847,216077,160201,109239,51582,30451,20832,0,0
2002-05-31,286643,216913,160842,109856,51769,30531,20917,0,0
2002-06-07,287597,217805,161235,110744,52011,30642,20997,0,0
2002-06-14,288631,218715,161861,111397,52351,30744,21085,0,0
2002-06-21,289486,219732,162603,112025,52562,30866,21176,0,0
2002-06-28,290286,220558,163381,112631,52791,30980,21289,0,0
2002-07-05,291700,221438,164290,113298,53040,31079,21386,0,0
2002-07-12,292472,222193,165188,113934,53339,31183,21462,0,0
2002-07-19,293452,222926,165945,114549,53571,31306,21518,0,0
2002-07-26,294531,223786,166595,115144,53835,31413,21578,0,0
2002-08-02,295192,224675,167381,115697,54122,31515,21675,0,0
2002-08-09,296140,225475,168391,116369,54436,31671,21887,0,0
2002-08-16,296926,226217,169050,117028,54724,31789,21994,0,0
2002-08-23,297761,227015,169782,117636,54970,31894,22059,0,0
2002-08-30,298725,227729,170489,118215,55189,32017,22136,0,0
2002-09-06,299630,228609,171191,118715,55457,32110,22223,0,0
2002-09-13,300415,229443,171777,119370,55708,32210,22304,0,0
2002-09-20,301203,230036,172407,119981,55962,32334,22393,0,0
2002-09-27,301969,230738,173120,120723,56217,32473,22472,0,0
2002-10-04,302598,231427,173753,121464,56458,32597,22570,0,0
2002-10-11,303349,232161,174407,122123,56686,32714,22629,0,0
2002-10-18,304291,232989,175097,122634,56965,32803,22681,0,0
2002-11-01,305286,233750,175866,123278,57260,32936,22770,0,0
2002-11-08,306777,234398,176561,123945,57595,33064,22846,0,0
2002-11-15,308249,235085,177221,124616,57866,33200,22891,0,0
2002-11-22,309339,235777,177895,125107,58423,33357,22962,0,0
2002-11-29,310947,236300,178513,125427,59287,33547,23030,0,0
2002-12-06,312171,236998,179100,125800,59684,34061,23107,0,0
2002-12-13,313027,237951,179824,126206,60187,34845,23189,11727,0
2002-12-20,314331,238904,180387,126789,61245,35206,23261,15515,0
2002-12-27,315077,240410,181026,127802,61531,35337,23327,16365,0
2003-01-03,315914,241792,181631,128610,61772,35486,23413,16644,0
2003-01-10,316867,242750,182267,129230,62061,35689,23491,16782,0
2003-01-17,318410,244256,182966,129865,63406,35884,23551,16965,0
2003-01-24,319084,245509,183574,130529,63848,36032,23618,17105,0
2003-01-31,319723,246347,184178,131402,69604,36197,23681,17165,0
2003-02-07,320523,247407,184800,131949,70835,36319,23737,17237,0
2003-02-14,321409,248054,185417,132619,71373,36449,23872,17341,0
2003-02-21,322361,248820,185871,133250,71828,36692,23997,17412,0
2003-02-28,323288,249771,186485,133859,72548,36930,24065,17485,0
2003-03-07,324138,250564,187337,134388,74135,37100,24154,17532,0
2003-03-14,325084,251182,188057,134966,74731,37316,24230,17580,0
2003-03-21,325874,251838,189293,135563,75151,37591,24320,17639,0
2003-03-28,326857,252568,190066,136118,75641,37779,24391,17754,0
2003-04-04,327730,253418,190914,136682,76118,37931,24455,17805,0
2003-04-11,328541,254169,192222,137232,76629,38091,24554,17872,0
2003-04-18,329460,255031,193098,137872,77096,38272,24635,17954,0
2003-04-25,330366,255771,193824,138441,77516,38484,24710,18024,0
2003-05-02,332507,256665,194677,138980,77987,38631,24788,18102,0
2003-05-09,333433,257381,195241,139551,78482,38812,24866,18164,0
2003-05-16,334365,258215,195950,140055,79012,38953,24932,18234,0
2003-05-23,335432,259024,196708,140569,79641,39144,25025,18291,0
2003-05-30,336286,259734,197335,141128,80150,39397,25100,18366,0
2003-06-06,337062,260564,197912,141620,80584,39578,25205,18437,0
2003-06-13,338393,261395,198527,142160,81041,39758,25302,18524,0
2003-06-20,339757,263370,199202,142677,81512,39938,25382,18607,0
2003-06-27,343328,264110,199955,143214,81977,40174,25460,18668,0
2003-07-04,344278,264877,200638,143840,82434,40361,25552,18715,0
2003-07-11,345007,265757,201446,144342,82890,40564,25638,18764,0
2003-07-18,345762,266505,202123,144821,83260,40806,25715,18844,0
2003-07-25,346717,267182,202800,145321,83757,41062,25835,19023,0
2003-08-01,351210,268335,203436,145805,84247,41281,25929,19121,0
2003-08-08,353003,269858,204203,146235,84728,41464,26016,19173,0
2003-08-15,353878,272958,204912,146750,85180,41619,26104,19238,0
2003-08-22,354678,273887,205544,147339,85584,41825,26183,19313,0
2003-08-29,355460,274586,206302,147955,86084,42040,26266,19383,0
2003-09-05,357694,275297,207096,148967,86516,42252,26357,19465,0
2003-09-12,358517,276217,208759,149644,87059,42461,26452,19535,0
2003-09-19,359446,279788,209484,150413,87567,42629,26539,19602,0
2003-09-26,360262,281198,210203,151498,88091,42808,26630,19653,0
2003-10-03,361016,281991,211066,152145,88470,43039,26703,19696,0
2003-10-10,361704,282753,211745,152698,88958,43271,26797,19773,0
2003-10-17,362537,283780,212386,153368,89415,43533,26908,19831,0
2003-10-24,363624,285662,213520,153871,89863,43800,27019,19874,0
2003-10-31,364680,286573,215239,154511,90232,44283,27161,19931,0
2003-11-07,365615,287481,218183,155197,90511,44985,27295,19989,0
2003-11-14,366653,288244,219054,155720,90783,45330,27726,20052,0
2003-11-21,367603,288977,219690,156210,91094,45807,28340,20127,10315
2003-11-28,369157,289603,220326,156685,91509,46841,28619,20188,13839
2003-12-05,370352,290500,221119,157314,92084,47085,28730,20243,14784
2003-12-12,371360,291446,224474,157933,92620,47304,28847,20313,15080
2003-12-19,372389,292569,225833,158515,93122,47535,28991,20376,15232
2003-12-26,373385,293418,226607,159240,93611,48863,29157,20431,15397
2004-01-02,374235,294896,227323,159871,94071,49238,29280,20484,15514
2004-01-09,375201,295824,228068,160499,94558,54648,29421,20543,15569
2004-01-16,376463,297007,230105,161110,94974,55786,29519,20590,15633
2004-01-23,377791,298024,230995,161763,95388,56264,29626,20703,15716
2004-01-30,378271,299115,231833,162367,95891,56621,29833,20798,15781
2004-02-06,379074,300043,232526,162915,96391,57163,30048,20864,15842
2004-02-13,379858,301009,233223,163524,96787,58379,30179,20946,15883
2004-02-20,380807,301795,233798,164212,97224,58863,30343,21012,15925
2004-02-27,381538,302705,234459,165242,97662,59192,30587,21092,15973
2004-03-05,382331,304083,235458,165868,98095,59593,30740,21158,16065
2004-03-12,383318,305356,236534,166503,98515,60021,30864,21218,16129
2004-03-19,384247,305774,237286,167305,98939,60435,30998,21298,16192
2004-03-26,385370,306534,238149,167844,99388,60812,31160,21366,16261
2004-04-02,386674,307327,238919,168382,99828,61172,31345,21430,16326
2004-04-09,387820,308212,240324,169382,100224,61585,31456,21499,16396
2004-04-16,388826,308893,241347,171243,100685,61977,31608,21570,16447
2004-04-23,389837,309635,242390,173586,101083,62371,31718,21625,16501
2004-04-30,391876,310549,243123,174355,101479,62893,31879,21698,16560
2004-05-07,394128,311419,243928,174913,101925,63302,32075,21772,16620
2004-05-14,394978,312476,244672,175480,102355,63663,32226,21858,16682
2004-05-21,396053,313677,245428,176165,102757,64020,32376,21949,16754
2004-05-28,397420,314779,246606,176769,103173,64419,32518,22017,16817
2004-06-04,398166,315698,247743,177554,103594,64791,32704,22086,16880
2004-06-11,398940,316577,248127,178250,104043,65141,32860,22169,16922
2004-06-18,399894,318529,248816,178815,104507,65514,33059,22242,16965
2004-06-25,400941,320699,249534,179427,104897,65819,33260,22312,17021
2004-07-02,402189,321490,250393,179965,105299,66213,33470,22423,17177
2004-07-09,403874,322419,251075,180587,105686,66606,33663,22513,17267
2004-07-16,404759,323690,251789,181181,106027,67032,33799,22590,17317
2004-07-23,405816,324389,252603,181774,106424,67407,33923,22662,17378
2004-07-30,406785,325147,253417,182275,106929,67765,34087,22732,17449
2004-08-06,409233,326081,254189,182749,107430,68180,34277,22797,17516
2004-08-13,412580,327127,255047,183310,108213,68546,34464,22867,17588
2004-08-20,413323,328155,256036,184088,108779,68997,34644,22959,17643
2004-08-27,414289,329235,256831,184967,109386,69433,34792,23033,17704
2004-09-03,415692,330006,257676,185582,110253,69873,34936,23111,17745
2004-09-10,416645,330967,259287,186340,110763,70174,35133,23181,17785
2004-09-17,417547,331922,260091,186985,111225,70581,35346,23264,17847
2004-09-24,418948,334356,260858,187717,111781,70975,35571,23362,17896
2004-10-01,420701,337426,261658,188610,112240,71334,35801,23451,17935
2004-10-08,421712,338142,262424,189578,112772,71634,36177,23573,17986
2004-10-15,422831,339130,263064,190175,113335,71854,36775,23681,18038
2004-10-22,423825,340501,263782,190849,113750,72101,37067,24028,18090
2004-10-29,424915,341422,264681,191491,114169,72347,37467,24529,18154
2004-11-05,425805,342241,265530,192173,114557,72692,38271,24752,18209
2004-11-12,426811,343644,266379,192986,115097,73114,38465,24842,18255
2004-11-19,427772,345277,267314,193468,115595,73577,38653,24946,18324
2004-11-26,428824,346245,268052,193837,116088,74006,38858,25072,18380
2004-12-03,429722,347300,268938,194472,116635,74351,39875,25201,18430
2004-12-10,430590,348230,269763,195049,117177,74818,40196,25328,18476
2004-12-17,431746,349178,272175,195790,117658,75209,44995,25443,18526
2004-12-24,432738,349946,274994,196404,118156,75562,45971,25527,18573
2004-12-31,434107,350919,275831,197041,118644,75906,46406,25618,18673
2005-01-07,435127,351834,276810,197716,119088,76324,46725,25804,18759
2005-01-14,436264,352824,278108,198427,119536,76720,47183,26007,18816
2005-01-21,437088,353704,278966,199159,120026,77058,48140,26118,18889
2005-01-28,437792,354541,279739,199938,120513,77387,48543,26260,18949
2005-02-04,438484,355479,281204,200778,121019,77742,48839,26448,19020
2005-02-11,439546,356311,282693,201439,121535,78114,49181,26571,19075
2005-02-18,440648,357117,283437,202155,122077,78489,49545,26662,19131
2005-02-25,441660,358036,284370,203090,122745,78858,49896,26776,19201
2005-03-04,442682,358961,285228,203799,123193,79168,50207,26916,19259
2005-03-11,443904,359738,286095,204492,123605,79510,50526,27082,19318
2005-03-18,444919,360403,286758,205171,124134,79867,50858,27171,19383
2005-03-25,446145,361077,287536,205847,125495,80225,51192,27307,19440
2005-04-01,447188,361986,288379,206428,126963,80563,51496,27405,19492
2005-04-08,448212,362937,289607,207103,127569,80893,51997,27526,19560
2005-04-15,449260,363897,290449,207902,127988,81268,52343,27686,19623
2005-04-22,450356,364834,291226,208667,128421,81612,52669,27831,19702
2005-04-29,451461,365986,292028,209436,128966,81948,52958,27968,19788
2005-05-06,452573,367004,292805,210196,129426,82307,53289,28097,19848
2005-05-13,453483,368189,293558,210844,129898,82668,53599,28265,19913
2005-05-20,454532,369201,294393,211626,130460,83061,53882,28385,19981
2005-05-27,455554,370183,295249,212376,130932,83463,54201,28543,20044
2005-06-03,456492,371189,295935,214714,131492,83782,54487,28702,20107
2005-06-10,457462,372182,296489,217228,131950,84129,54796,28877,20199
2005-06-17,458402,373304,297123,218083,132470,84450,55086,29026,20285
2005-06-24,459281,374368,298015,219038,132976,84747,55475,29149,20353
2005-07-01,460314,375227,298955,220256,133458,85091,55822,29267,20418
2005-07-08,461469,376248,299867,221067,133838,85515,56129,29409,20478
2005-07-15,462513,377277,300754,221797,134239,85900,56490,29581,20541
2005-07-22,463525,378186,301842,223117,134720,86539,56809,29742,20606
2005-07-29,464535,379090,302810,224460,135306,87041,57204,29902,20685
2005-08-05,465431,379948,303871,225131,136060,87555,57573,30028,20747
2005-08-12,466343,380811,304837,225980,136544,88281,57965,30155,20807
2005-08-19,467219,381766,305720,226756,137003,88717,58220,30325,20868
2005-08-26,468249,382747,306648,227520,137521,89115,58571,30498,20940
2005-09-02,469946,383683,307622,228155,138123,89566,58929,30686,21034
2005-09-09,470778,384583,308658,228868,138886,89925,59240,30845,21118
2005-09-16,471680,385562,309678,229581,139524,90371,59509,31134,21214
2005-09-23,472690,386425,310490,230754,140040,90811,59699,31661,21319
2005-09-30,474144,387280,311387,231512,140565,91155,59918,31934,21622
2005-10-07,475245,388123,312293,232187,141074,91525,60142,32299,22062
2005-10-14,476299,389065,312992,232872,141678,91877,60446,32984,22275
2005-10-21,477421,390450,313843,233509,142382,92366,60756,33153,22349
2005-10-28,478517,391213,314609,234201,142796,92787,61151,33313,22442
2005-11-04,479508,392058,315389,234964,143124,93180,61519,33489,22535
2005-11-11,480455,392989,316353,235692,143657,93619,61832,34337,22660
2005-11-18,481614,394102,317238,236283,144164,94050,62184,34629,22778
2005-11-25,482755,395337,318079,236716,144780,94467,62540,38945,22876
2005-12-02,484452,396354,318899,237283,145338,94920,62860,39807,22956
2005-12-09,485704,397403,319727,238127,145901,95346,63195,40192,23038
2005-12-16,486776,398462,320558,239010,146459,95708,63549,40470,23207
2005-12-23,487589,399431,321368,239844,147032,96103,63854,40880,23373
2005-12-30,488596,400328,322178,240616,147594,96491,64169,41732,23463
2006-01-06,489474,401444,323072,241499,148327,96856,64453,42095,23585
2006-01-13,490341,402563,324296,242343,149113,97291,64776,42350,23759
2006-01-20,491323,403980,325008,243260,149680,97680,65125,42628,23872
2006-01-27,491999,405014,325795,244160,150302,98137,65432,42955,23959
2006-02-03,492671,405989,326665,244930,150982,98718,65765,43269,24068
2006-02-10,493723,406792,327653,245802,151575,99121,66035,43525,24194
2006-02-17,494927,407754,328554,246651,152136,99479,66329,43813,24342
2006-02-24,496166,408589,329464,247507,152727,99890,66620,44103,24426
2006-03-03,497440,409401,330425,248397,153288,100778,66935,44409,24553
2006-03-10,498949,410271,331368,249132,153783,101703,67204,44676,24644
2006-03-17,500307,410965,332253,249969,154375,102257,67513,45125,24753
2006-03-24,501430,411619,333100,250742,155022,102596,67844,45423,24908
2006-03-31,502405,412584,334197,251372,155708,102957,68160,45697,25038
2006-04-07,503673,413644,335282,252126,156409,103430,68478,45956,25164
2006-04-14,504705,414796,336571,252784,157023,103826,68789,46233,25284
2006-04-21,505796,415974,337531,253486,157591,104250,69084,46510,25430
2006-04-28,506920,417284,338474,254341,158244,104765,69436,46769,25545
2006-05-05,508196,418521,339270,255121,158894,105148,69802,47041,25675
2006-05-12,509578,419517,340122,255857,160819,105579,70079,47306,25815
2006-05-19,510470,420502,340920,256606,162884,105968,70343,47587,25981
2006-05-26,512062,421684,341712,257355,163748,106442,70634,47839,26118
2006-06-02,513381,422699,342502,258123,164687,106894,70878,48151,26230
2006-06-09,514439,423762,343157,258859,165773,107321,71192,48491,26334
2006-06-16,515630,424833,343754,259610,166420,107678,71576,48758,26471
2006-06-23,516591,426047,344651,260419,167057,108037,71927,49060,26615
2006-06-30,517530,427377,345623,261221,168242,108460,72448,49353,26752
2006-07-07,518744,428234,346634,261888,169338,108962,72860,49721,26890
2006-07-14,519908,429308,347789,262534,169817,109626,73350,49985,27004
2006-07-21,521253,430327,348787,263310,170548,110083,73999,50340,27123
2006-07-28,522359,431137,349819,264223,171183,110482,74388,50565,27276
2006-08-04,523224,432158,350688,265064,171851,110920,74751,50872,27418
2006-08-11,524245,433121,351618,265876,172406,111447,75160,51195,27602
2006-08-18,525207,434034,352730,266744,173028,112093,75477,51472,27750
2006-08-25,526553,435225,353645,267673,173638,112634,75860,51701,28015
2006-09-01,527665,436385,354722,268455,174663,113086,76251,51869,28490
2006-09-08,528604,437701,355701,269228,175304,113556,76575,52071,28736
2006-09-15,529836,438620,356695,270225,175912,114033,76899,52270,29068
