"date","gcr_netsnow","gcr_netgain","acr_netsnow","acr_netgain"
"2001-08-24",114966,36400,18328,9639
"2001-08-31",114116,35566,17659,8948
"2001-09-07",114425,35691,17908,9040
"2001-09-14",115464,36745,18820,9990
"2001-09-21",114374,35747,18163,8868
"2001-09-28",118539,38915,20317,11191
"2001-10-05",117166,37460,18890,9572
"2001-10-12",115787,36099,17233,8319
"2001-10-19",116145,36285,17086,8213
"2001-10-26",116219,36650,17053,8207
"2001-11-02",108701,32195,15338,6957
"2001-11-09",110055,33264,16013,7496
"2001-11-16",110791,33895,16589,7941
"2001-11-23",109772,33074,17274,7906
"2001-11-30",109602,33010,17169,7792
"2001-12-07",109330,32873,17140,7789
"2001-12-14",113312,36380,19831,10533
"2001-12-21",113263,36510,20553,10685
"2001-12-28",113243,36355,20383,10649
"2002-01-04",113200,36383,19630,10540
"2002-01-11",114349,37341,20915,11284
"2002-01-18",113916,36732,20475,10860
"2002-01-25",113591,36711,20003,10710
"2002-02-01",116587,38223,20845,11381
"2002-02-08",116823,38060,20799,10882
"2002-02-15",116725,38171,21154,10835
"2002-02-22",115011,37973,19759,10650
"2002-03-01",116189,38551,19947,10809
"2002-03-08",116390,38519,19445,10721
"2002-03-15",114340,36311,18127,8779
"2002-03-22",114774,36897,18614,9190
"2002-03-29",115355,37369,18803,9400
"2002-04-05",116617,38261,18578,9655
"2002-04-12",115778,37604,18136,9351
"2002-04-19",115625,37369,18428,9252
"2002-04-26",122618,41525,24596,12827
"2002-05-03",116471,38053,18442,9559
"2002-05-10",116849,38196,18819,9557
"2002-05-17",116999,38149,18234,9626
"2002-05-24",116956,37927,18306,9604
"2002-05-31",117529,38373,18611,9755
"2002-06-07",118528,39357,19488,10632
"2002-06-14",121914,40011,22435,11034
"2002-06-21",122308,40580,21597,11389
"2002-06-28",118695,39136,18829,10207
"2002-07-05",118415,39100,18037,10239
"2002-07-12",118826,39436,18699,10351
"2002-07-19",117932,38599,17775,9801
"2002-07-26",118419,38456,17396,9472
"2002-08-02",118758,38769,18074,9600
"2002-08-09",119357,39450,17632,9606
"2002-08-16",118668,38911,18100,9339
"2002-08-23",119740,39875,18786,10157
"2002-08-30",117419,37708,16773,8263
"2002-09-06",117182,37634,16485,7976
"2002-09-13",117367,37817,16509,7997
"2002-09-20",117648,38020,16710,8153
"2002-09-27",118581,38799,16919,8466
"2002-10-04",119333,39645,17662,9374
"2002-10-11",120898,40829,18775,10414
"2002-10-18",121076,41065,18595,10513
"2002-11-01",121264,40685,18467,9946
"2002-11-08",121684,41263,18882,10228
"2002-11-15",121550,41037,18416,9991
"2002-11-22",123161,42607,19842,11416
"2002-11-29",123416,42272,20047,11343
"2002-12-06",122760,41641,19261,10677
"2002-12-13",123051,41333,19875,10671
"2002-12-20",123846,42055,19517,11131
"2002-12-27",124416,42016,19545,10992
"2003-01-03",125124,42606,20025,11110
"2003-01-10",125343,42622,19264,10958
"2003-01-17",125767,43084,20185,11201
"2003-01-24",127922,44440,22372,12858
"2003-01-31",125248,42303,19504,10518
"2003-02-07",122916,40460,17173,8818
"2003-02-14",123290,40691,17159,8992
"2003-02-21",123572,40844,17089,9037
"2003-02-28",123939,41001,17154,9080
"2003-03-07",124504,41266,16944,9086
"2003-03-14",124852,41462,16955,9095
"2003-03-21",125689,42145,17555,9455
"2003-03-28",125400,41705,17463,9232
"2003-04-04",129309,45325,21081,12571
"2003-04-11",131382,47490,22860,14449
"2003-04-18",131729,47803,22846,14833
"2003-04-25",128071,44071,19010,11015
"2003-05-02",128247,44245,18954,11060
"2003-05-09",129180,44660,19490,11215
"2003-05-16",128943,44694,19600,11600
"2003-05-23",129279,44885,19403,11562
"2003-05-30",134566,46750,23963,13047
"2003-06-06",134877,47065,23694,13025
"2003-06-13",135458,47544,24053,13202
"2003-06-20",135150,46866,24000,12744
"2003-06-27",134984,46604,23796,12337
"2003-07-04",138453,50299,27154,15817
"2003-07-11",139242,51243,27738,16810
"2003-07-18",140478,52028,28274,17369
"2003-07-25",139547,51084,27454,16611
"2003-08-01",139870,50986,27023,16480
"2003-08-08",141436,52556,28222,17774
"2003-08-15",136788,49762,25614,15612
"2003-08-22",142005,52774,27771,17393
"2003-08-29",141884,52260,27147,16689
"2003-09-05",141220,51735,26570,16236
"2003-09-12",142400,52640,27495,17184
"2003-09-19",142544,52823,27659,17404
"2003-09-26",142717,52657,27272,17006
"2003-10-03",144011,53862,27926,17895
"2003-10-10",145671,54286,27803,17751
"2003-10-17",146244,55761,28763,18956
"2003-10-24",146602,55957,28900,19099
"2003-10-31",146862,56333,29265,19466
"2003-11-07",146857,56257,28154,18829
"2003-11-14",147174,56294,28026,18629
"2003-11-21",147355,56484,28684,18738
"2003-11-28",147885,56935,28549,18866
"2003-12-05",148076,57104,28599,18976
"2003-12-12",147694,56886,28480,18941
"2003-12-19",148340,57626,28066,19418
"2003-12-26",149771,58933,29252,20380
"2004-01-02",149808,59049,28920,20396
"2004-01-09",149901,58910,29009,20172
"2004-01-16",149749,58695,28549,19707
"2004-01-23",150242,59132,28566,19725
"2004-01-30",150347,59278,28451,19609
"2004-02-06",150670,59279,28427,19450
"2004-02-13",151598,59770,28704,19697
"2004-02-20",151902,60068,28595,19671
"2004-02-27",151249,59207,27642,18736
"2004-03-05",154478,61291,28864,19872
"2004-03-12",154082,61504,28628,19763
"2004-03-19",154768,61888,28635,19808
"2004-03-26",153980,61362,28182,19524
"2004-04-02",154477,61836,28372,19689
"2004-04-09",157230,63699,30017,20939
"2004-04-16",158756,64441,31178,21297
"2004-04-23",158027,63509,30310,20480
"2004-04-30",157731,63738,29356,20381
"2004-05-07",157815,63202,28788,19904
"2004-05-14",159253,64477,29137,21031
"2004-05-21",158550,62851,28619,19334
"2004-05-28",160852,63916,28929,20195
"2004-06-04",153292,57854,22121,14188
"2004-06-11",154776,58433,22939,13935
"2004-06-18",155154,59155,22445,14466
"2004-06-25",156740,59990,22783,14417
"2004-07-02",158396,60683,22606,14835
"2004-07-09",158931,61278,22875,15020
"2004-07-16",161364,64656,27155,19310
"2004-07-23",162178,65423,26848,19511
"2004-07-30",162815,65781,27374,19533
"2004-08-06",162900,65481,26737,19027
"2004-08-13",163301,66427,27227,19535
"2004-08-20",161564,64795,26027,18460
"2004-08-27",160924,64658,25150,18015
"2004-09-03",162095,64047,24256,17134
"2004-09-10",162976,64503,24347,17195
"2004-09-17",163122,64371,24586,17005
"2004-09-24",164013,65359,24835,17307
"2004-10-01",164825,64964,24839,17007
"2004-10-08",164933,64933,24576,17038
"2004-10-15",165049,65426,24661,17127
"2004-10-22",164497,65304,25041,17251
"2004-10-29",165270,65339,25245,17207
"2004-11-05",166342,65296,25477,16817
"2004-11-12",166312,65655,24918,16803
"2004-11-19",166299,65995,25519,17216
"2004-11-26",168002,67156,26332,17827
"2004-12-03",168863,67411,26157,17714
"2004-12-10",169470,67379,25786,17323
"2004-12-17",169442,67355,25614,17262
"2004-12-24",169855,67666,25654,17294
"2004-12-31",169929,67530,25848,17277
"2005-01-07",169123,67229,25772,17230
"2005-01-14",169150,67277,25554,17157
"2005-01-21",170051,68303,25712,17347
"2005-01-28",169762,67924,26184,17694
"2005-02-04",170556,68488,25990,18018
"2005-02-11",171269,68854,26312,18356
"2005-02-18",170178,67685,25328,17331
"2005-02-25",170706,67686,25262,17326
"2005-03-04",170814,67696,25491,17256
"2005-03-11",171206,67985,25336,17242
"2005-03-18",171798,68179,25565,17278
"2005-03-25",172577,68538,25587,17287
"2005-04-01",173012,69031,25665,17342
"2005-04-08",173008,68733,25382,17296
"2005-04-15",173913,69034,25460,17361
"2005-04-22",174479,69478,25599,17515
"2005-04-29",175018,69633,25594,17571
"2005-05-06",175207,69661,25763,17663
"2005-05-13",175470,69740,25624,17692
"2005-05-20",176250,69993,25591,17643
"2005-05-27",176942,70471,25646,17671
"2005-06-03",177340,70633,25842,17701
"2005-06-10",178848,71270,26059,17809
"2005-06-17",179195,71731,26845,17836
"2005-06-24",179169,71375,25862,17805
"2005-07-01",179144,71327,25850,17812
"2005-07-08",179978,71899,25446,17801
"2005-07-15",180445,72074,25461,17817
"2005-07-22",180594,72343,24998,17918
"2005-07-29",181094,72636,25412,17971
"2005-08-05",182782,74312,26073,19031
"2005-08-12",182972,74353,26041,18990
"2005-08-19",183300,74788,26066,19234
"2005-08-26",183548,74986,26059,19176
"2005-09-02",184310,75211,26039,19143
"2005-09-09",184949,75818,26120,19181
"2005-09-16",185164,76025,25673,19201
"2005-09-23",185735,76522,26101,19291
"2005-09-30",185717,76521,25925,19117
"2005-10-07",186560,76793,25990,19123
"2005-10-14",186843,76836,26130,19247
"2005-10-21",186199,76249,25393,18543
"2005-10-28",186885,76566,25190,18469
"2005-11-04",188388,78128,26093,19583
"2005-11-11",189259,78579,26327,19825
"2005-11-18",189647,78744,26352,19895
"2005-11-25",190030,78927,26298,19821
"2005-12-02",190727,79582,26605,20191
"2005-12-09",190779,79472,26503,20107
"2005-12-16",190393,78940,26313,19972
"2005-12-23",189755,78253,25557,19006
"2005-12-30",189857,78456,25651,19126
"2006-01-06",190111,78701,25688,19198
"2006-01-13",190849,79159,26230,19329
"2006-01-20",191568,79615,26113,19494
"2006-01-27",192246,79904,25856,19368
"2006-02-03",193177,80597,26259,19640
"2006-02-10",194080,81372,26975,20321
"2006-02-17",194381,81390,26769,20093
"2006-02-24",195096,81600,26686,20021
"2006-03-03",195350,81781,26857,20207
"2006-03-10",195850,81846,26709,20138
"2006-03-17",196376,82359,26548,19969
"2006-03-24",196776,82556,26663,20070
"2006-03-31",197689,83146,26990,20243
"2006-04-07",198167,83373,26814,20044
"2006-04-14",198277,83492,26736,20334
"2006-04-21",199457,83935,26892,20375
"2006-04-28",199967,84285,27389,20412
"2006-05-05",201614,85557,27782,21324
"2006-05-12",202244,86185,28353,21530
"2006-05-19",203349,87149,28685,21952
"2006-05-26",203842,87275,28932,22092
"2006-06-02",204172,87578,28929,22147
"2006-06-09",205109,88092,29144,22293
"2006-06-16",205705,88369,29142,22318
"2006-06-23",206599,88982,29191,22338
"2006-06-30",207008,89274,29345,22465
"2006-07-07",207403,89690,29370,22490
"2006-07-14",207540,89433,29099,22246
"2006-07-21",209116,89790,28153,21226
"2006-07-28",208174,89292,28164,21229
"2006-08-04",207559,88373,27547,20778
"2006-08-11",208279,88703,27535,20702
"2006-08-18",209154,89098,27597,20755
"2006-08-25",210975,90785,28098,21877
"2006-09-01",210157,89936,27029,20818
"2006-09-08",210582,90103,27408,20768
"2006-09-15",214112,92004,29173,22017
"2006-09-22",213308,91140,28565,21404
"2006-09-29",214185,91801,29124,21442
"2006-10-06",214730,92372,29626,21475
"2006-10-13",215121,92419,29107,21362
"2006-10-20",216405,93025,29139,21436
"2006-10-27",216583,92849,29204,21522
"2006-11-03",221133,94772,31334,22648
"2006-11-10",217842,93517,29613,22229
"2006-11-17",219375,94804,29772,22403
"2006-11-24",220328,94969,29766,22279
"2006-12-01",220561,95077,29785,22269
"2006-12-08",220790,95216,29372,22307
"2006-12-15",222060,95788,29509,22466
"2006-12-22",222426,95920,30137,22589
"2006-12-29",222896,96402,30245,22732
"2007-01-05",223846,97483,31274,23335
"2007-01-12",223553,96842,29850,22982
"2007-01-19",224680,97468,30689,23203
"2007-01-26",225430,98115,30719,23260
"2007-02-02",226477,98563,30889,23302
"2007-02-09",226858,98648,30854,23247
"2007-02-16",229600,99841,31584,23767
"2007-02-23",230104,100507,31944,24383
"2007-03-02",232542,102423,33013,25262
"2007-03-09",233507,103056,32471,25359
"2007-03-16",233702,102968,32014,25058
"2007-03-23",234999,103704,32460,25475
"2007-03-30",235566,104323,32487,25471
"2007-04-06",236419,105015,32920,25885
"2007-04-13",236861,104825,32621,25627
"2007-04-20",237677,105243,32594,25603
"2007-04-27",238133,105390,33323,25661
"2007-05-04",239019,105943,33514,25891
"2007-05-11",239753,106318,34050,26445
"2007-05-18",240461,106813,34131,26520
"2007-05-25",240731,107028,33788,26305
"2007-06-01",241427,107521,34316,26405
"2007-06-08",241385,106906,33367,25811
"2007-06-15",242312,108027,33522,26261
"2007-06-22",243531,109352,34565,26761
"2007-06-29",226327,93620,23655,17646
"2007-07-06",244490,109666,34757,26797
"2007-07-13",244911,109969,34748,26753
"2007-07-20",240096,105655,29866,22810
"2007-07-27",242529,107175,31113,23868
"2007-08-03",245377,109214,32734,25053
"2007-08-10",243593,107660,30847,23556
"2007-08-17",244382,108220,30945,23540
"2007-08-24",245303,109074,31026,23803
"2007-08-31",243657,107807,30557,23104
"2007-09-07",245886,109227,31409,24140
"2007-09-14",246712,109749,31511,24224
"2007-09-21",247503,110257,31518,24270
"2007-09-28",249774,112316,32513,25462
"2007-10-05",250250,112535,32599,25511
"2007-10-12",250962,113233,32619,25562
"2007-10-19",251478,113460,32631,25517
"2007-10-26",252680,114192,32981,25487
"2007-11-02",253809,114834,33071,25672
"2007-11-09",254954,115671,33880,26351
"2007-11-16",254852,115203,33281,25724
"2007-11-23",255759,115889,33167,25735
"2007-11-30",256647,116373,33190,25779
"2007-12-07",256111,115861,33259,25635
"2007-12-14",255725,115607,32027,24889
"2007-12-21",256154,116024,32040,24962
"2007-12-28",257912,117049,33085,25609
"2008-01-04",257047,116313,32142,24949
"2008-01-11",257794,116937,32250,24904
"2008-01-18",258356,117182,32340,24982
"2008-01-25",258770,117293,32732,24862
"2008-02-01",258370,117097,32465,24633
"2008-02-08",260264,118151,32723,24892
"2008-02-15",261373,118885,32596,24920
"2008-02-22",262470,119711,33048,25371
"2008-02-29",263787,120618,32824,25446
"2008-03-07",263382,120587,32974,25405
"2008-03-14",263923,121131,33606,25396
"2008-03-21",266929,123605,36275,27730
"2008-03-28",267720,123971,36061,27845
"2008-04-04",268087,123706,34872,26997
"2008-04-11",267971,122963,34587,26142
"2008-04-18",270986,125979,35973,28404
"2008-04-25",271301,126312,36405,28645
"2008-05-02",272332,127043,36423,28748
"2008-05-09",274482,128084,36564,28880
"2008-05-16",274520,128249,36724,28955
"2008-05-23",277070,129757,39209,30532
"2008-05-30",270672,124588,32789,25880
"2008-06-06",271086,125160,32906,26027
"2008-06-13",275747,128659,35724,28255
"2008-06-20",275246,128743,36749,28360
"2008-06-27",276449,129319,36184,28780
"2008-07-04",276485,129891,37373,29114
"2008-07-11",277123,130052,37507,29210
"2008-07-18",277926,130729,37597,29300
"2008-07-25",276563,130029,36758,29070
"2008-08-01",277894,130777,37185,29572
"2008-08-08",278144,130638,37326,29666
"2008-08-15",278710,130963,37587,29973
"2008-08-22",279359,131370,37899,30255
"2008-08-29",280217,132407,39943,31382
"2008-09-05",280445,132543,39803,31612
"2008-09-12",281839,133600,39816,32121
"2008-09-19",282433,134032,40047,32419
"2008-09-26",282669,134025,39820,32104
"2008-10-03",283439,134379,39768,32110
"2008-10-10",284348,134699,40003,32324
"2008-10-17",284685,134763,40186,32315
"2008-10-24",285741,135361,40319,32435
"2008-10-31",285834,135284,40362,32227
"2008-11-07",287877,136152,40811,32680
"2008-11-14",288047,136636,40567,32429
"2008-11-21",288191,137308,41081,32973
"2008-11-28",288977,138120,41070,33248
"2008-12-05",289915,138644,41447,33373
"2008-12-12",291251,139659,41600,33601
"2008-12-19",291921,140703,41818,33856
"2008-12-26",291233,140783,42127,34049
"2009-01-02",291088,140292,41633,33388
"2009-01-09",292524,140532,41417,33181
"2009-01-16",292826,141013,41680,33437
"2009-01-23",293815,141477,41831,33582
"2009-01-30",295441,141876,41820,33569
"2009-02-06",293602,141077,40805,33270
"2009-02-13",294954,141577,40764,33289
"2009-02-20",295552,142093,41066,33467
"2009-02-27",295784,142401,41085,33501
"2009-03-06",297067,143308,41133,33487
"2009-03-13",297484,143615,41307,33484
"2009-03-20",298247,144093,41536,33618
"2009-03-27",299379,144437,41083,33233
"2009-04-10",299108,144917,40799,33632
"2009-04-17",300140,145582,41032,33814
"2009-04-24",301001,145554,41206,33281
"2009-05-01",302021,146426,41253,33468
"2009-05-08",302495,146749,41435,33668
"2009-05-15",301666,146420,40750,33662
"2009-05-22",301677,146261,40476,33715
"2009-05-29",302357,146640,40436,33627
"2009-06-05",301356,145443,38566,32074
"2009-06-12",301416,145157,38367,31884
"2009-06-19",302446,145621,38461,31978
"2009-06-26",302093,145247,38473,31795
"2009-07-03",302681,145823,38534,31966
"2009-07-10",303325,146131,38569,31917
"2009-07-17",304820,147039,38704,32103
"2009-07-24",305823,147733,38755,32280
"2009-07-31",306972,148478,39081,32478
"2009-08-07",305396,147012,37708,31290
"2009-08-14",304968,146749,37808,31407
"2009-08-21",306322,147446,37855,31459
"2009-08-28",306765,147740,37977,31466
"2009-09-04",307358,148481,38079,31555
"2009-09-11",307902,148943,38188,31629
"2009-09-18",310036,150858,38450,31867
"2009-09-25",310917,151410,38512,31952
"2009-10-02",312040,152327,38994,32247
"2009-10-09",312578,152196,39062,32325
"2009-10-16",312743,152360,39127,32255
"2009-10-23",313513,152648,39124,32122
"2009-10-30",314114,152900,39157,32156
"2009-11-06",314462,152963,39151,32111
"2009-11-13",315140,153271,39517,32414
"2009-11-20",315528,153548,39432,32371
"2009-11-27",316525,154293,39253,32337
"2009-12-04",317338,154793,40446,32407
"2009-12-11",318210,155099,39640,32609
"2009-12-18",319483,156264,39907,32979
"2009-12-25",320707,157315,39689,32684
"2010-01-01",319950,156427,40516,32539
"2010-01-08",320241,156638,40522,32549
"2010-01-15",321112,157219,40748,32819
"2010-01-22",319539,156405,40521,32616
"2010-01-29",320187,156894,39343,32482
"2010-02-05",321096,157494,39483,32575
"2010-02-12",321890,157741,39845,32815
"2010-02-19",322233,157983,39721,32796
"2010-02-26",322477,158029,39689,32664
"2010-03-05",323505,158905,39714,32746
"2010-03-12",324436,159458,39912,32717
"2010-03-19",325128,159893,39443,32798
"2010-03-26",326900,161063,39718,33118
"2010-04-02",327290,161172,39162,32996
"2010-04-09",328268,161478,39468,32852
"2010-04-16",328867,162307,39201,32862
"2010-04-23",329701,162627,38943,32484
"2010-04-30",330505,163105,38697,32306
"2010-05-07",329905,162635,39004,32209
"2010-05-14",330824,163290,38989,32716
"2010-05-21",330857,162965,38680,32815
"2010-05-28",331318,163389,39244,32930
"2010-06-04",332096,163964,39312,32979
"2010-06-11",332590,164195,39724,32928
"2010-06-18",333374,164624,39353,33024
"2010-06-25",334193,165345,39166,33121
"2010-07-02",335303,166502,40622,34048
"2010-07-09",336050,167099,40196,34106
"2010-07-16",336173,167064,40221,33959
"2010-07-23",336807,167401,40825,34201
"2010-07-30",339131,168760,41196,34506
"2010-08-06",341135,169874,41424,34728
"2010-08-13",343107,171201,40985,34765
"2010-08-20",345802,173000,41623,35119
"2010-08-27",348236,174030,41645,35032
"2010-09-03",350589,175840,43317,36074
"2010-09-10",352050,176787,43574,35943
"2010-09-17",343010,170044,42304,35169
"2010-09-24",343131,169805,42204,34853
"2010-10-01",344355,169380,42048,33740
"2010-10-08",345189,169808,42186,33709
"2010-10-15",345610,169880,42055,33643
"2010-10-22",346285,170272,42356,33881
"2010-10-29",347912,171450,42856,34251
"2010-11-05",347741,171218,42244,33784
"2010-11-12",349547,172350,43538,34564
"2010-11-19",350617,173146,43781,34777
"2010-11-26",350804,172965,43015,34146
"2010-12-03",351090,173003,43300,34295
"2010-12-10",354277,175883,44707,35884
"2010-12-17",352797,174318,43105,34218
"2010-12-24",354016,174732,42843,34283
"2010-12-31",353610,174077,42846,34279
"2011-01-07",354347,174588,42896,34375
"2011-01-14",355556,175423,43242,34522
"2011-01-21",357306,176734,43082,34596
"2011-01-28",355045,175224,43440,34684
