date,ge4,ge12,ge25,ge50,ge100,ge150,ge200,ge250,ge300
2006-08-25,525772,432250,349248,262391,165593,103536,67648,44661,20944
2006-09-01,526882,433394,350320,263161,166627,103992,68032,44807,23496
2006-09-08,527827,434708,351289,263910,167197,104438,68376,45010,23687
2006-09-15,529052,435635,352276,264874,167774,104912,68670,45204,24008
2006-09-22,530078,436435,353633,265886,168283,105383,68959,45537,24085
2006-09-29,531140,437392,354483,266997,168805,106025,69356,45829,24181
2006-10-06,532184,438273,355452,267889,169335,106389,69705,46171,24300
2006-10-13,534932,439615,356344,268657,169903,106695,70020,46457,24954
2006-10-20,536241,440688,357047,269346,170555,107228,70361,46750,25662
2006-10-27,537397,441605,357899,270128,171048,107658,70704,47076,25816
2006-11-03,538543,442609,358798,270864,171407,108214,71051,47369,29858
2006-11-10,539655,443593,359613,271603,171907,108648,71430,47623,30361
2006-11-17,541047,444620,360362,272314,172586,109162,71832,47872,30605
2006-11-24,542173,445697,361418,272786,173334,109674,72138,48194,30807
2006-12-01,544203,448383,362653,273382,174018,110215,72458,48469,31151
2006-12-08,545494,449674,363612,274100,174645,110702,72780,48677,31881
2006-12-15,546984,450719,364383,274737,175187,111208,73093,48925,32111
2006-12-22,548298,451686,365311,275495,175890,111873,73425,49207,32305
2006-12-29,549440,452747,366167,276335,176670,112369,73775,49473,32550
2007-01-05,550521,454093,367441,277289,177389,112911,74124,49747,32814
2007-01-12,552272,455188,368416,278238,178040,113483,74587,50001,33081
2007-01-19,553438,457128,369293,278992,178736,113976,74897,50230,33279
2007-01-26,554212,458386,370191,279762,179448,114419,75199,50481,33510
2007-02-02,555027,459694,371082,280807,180132,114907,75576,50731,33729
2007-02-09,556108,460973,371994,281645,180865,115382,76435,50998,33970
2007-02-16,557283,462094,373047,282638,181502,115834,77152,51225,34179
2007-02-23,558771,463111,375601,283540,182151,116330,77579,51486,34502
2007-03-02,560312,464667,376812,284386,182751,116848,77926,51747,34776
2007-03-09,562005,465706,377739,285700,183248,117411,78225,52093,34999
2007-03-16,564581,466441,378637,286426,183871,117986,78608,52379,35212
2007-03-23,566328,467264,379636,287199,184417,118495,78932,52673,35493
2007-03-30,568321,468270,380906,287907,185011,118980,79234,52939,35718
2007-04-06,569911,469327,381901,288583,185749,119576,79676,53237,35930
2007-04-13,571648,470786,383676,289422,186397,120095,80027,53459,36138
2007-04-20,573894,472192,384768,290283,187034,121730,80353,53739,36367
2007-04-27,575450,473706,386001,291077,187657,123313,80691,54005,36612
2007-05-04,577024,476221,387103,291807,188442,123910,81976,54276,36819
2007-05-11,578243,477882,388165,292757,189098,124486,82399,54495,37042
2007-05-18,579465,479716,389140,293692,189732,124969,82742,54752,37246
2007-05-25,580752,481311,390598,294531,190412,125528,83053,55085,37453
2007-06-01,582008,482966,391568,295271,191090,126064,83390,55367,37688
2007-06-08,583545,484711,392276,296147,191810,127009,83834,55716,37902
2007-06-15,584625,486157,392900,296927,192362,127831,84262,56054,38230
2007-06-22,585948,487197,393763,298078,192883,128217,84844,56451,38471
2007-06-29,586972,488149,394732,298958,193536,128817,85240,57003,38770
2007-07-06,587971,489239,395926,299719,194223,129281,85599,57279,39004
2007-07-13,589481,490368,397100,300451,194903,129828,85958,57573,39257
2007-07-20,590637,491402,398281,301220,195566,130298,86422,57902,39532
2007-07-27,592296,492327,400298,302030,196257,130818,86914,58145,39762
2007-08-03,593844,493273,401633,302732,197009,131285,87362,58492,39950
2007-08-10,594922,494437,403116,303531,197581,132125,87766,58841,40079
2007-08-17,597116,495381,404236,304353,198217,132567,88159,59148,40265
2007-08-24,599250,496279,405254,305170,198974,133028,88549,59421,40440
2007-08-31,600720,497581,406706,305934,199871,133449,88950,59662,40751
2007-09-07,602190,498672,407888,306798,200754,133867,89531,60002,41011
2007-09-14,603693,501143,408812,307970,201460,134286,89854,60293,41295
2007-09-21,604865,502475,409749,308858,202002,134776,90116,60547,41527
2007-09-28,606221,503492,410823,310110,202609,135272,90593,60866,41783
2007-10-05,608354,505667,411878,311046,203241,135693,90930,61173,42074
2007-10-12,609477,507569,412799,312059,203866,136006,91387,61483,42335
2007-10-19,611220,508797,413652,313043,204529,136438,91787,61834,42560
2007-10-26,613536,510121,414622,313834,205160,136992,92222,62152,42760
2007-11-02,614880,511529,415716,314682,205558,137582,92652,62420,43040
2007-11-09,616213,512798,416587,315641,206037,138154,93139,62700,43264
2007-11-16,617584,514053,417460,316490,206688,138668,93553,62976,43434
2007-11-23,618991,516130,418692,317117,207230,139140,94014,63253,43642
2007-11-30,620413,517190,419711,317727,207856,139734,94629,63547,43905
2007-12-07,621791,518901,423167,318598,208576,140369,95041,63859,44136
2007-12-14,623114,520893,424295,319495,209332,140982,95531,64161,44379
2007-12-21,624288,522152,425284,320589,210051,141565,96046,64561,44609
2007-12-28,625522,523398,427425,321603,210670,142140,96465,64837,44809
2008-01-04,626704,524709,429214,322659,211283,142722,96856,65116,45034
2008-01-11,627951,526027,430268,324328,212149,143289,97283,65451,45254
2008-01-18,629180,527420,431519,325589,212829,143879,97709,65873,45489
2008-01-25,630337,528784,432825,326976,213498,144437,98117,66285,45696
2008-02-01,631140,530009,433983,327921,214133,144982,98565,66668,45924
2008-02-08,632426,531097,435059,328839,214851,145479,99028,66979,46161
2008-02-15,633570,532215,436109,330237,215803,145909,99508,67251,46477
2008-02-22,634762,533325,437085,331250,216389,146434,100007,67584,46733
2008-02-29,636374,534497,438741,332039,216985,146886,100448,67876,46993
2008-03-07,637937,535646,440589,332860,217554,147372,100864,68145,47234
2008-03-14,639211,536609,441783,333834,218128,147993,101363,68528,47499
2008-03-21,640392,537415,442952,334831,218812,148548,101791,68834,47700
2008-03-28,641717,538628,444279,335625,219516,149095,102282,69122,47951
2008-04-04,643112,539737,445501,336412,220173,149636,102750,69416,48196
2008-04-11,644728,540848,446707,337294,220751,150375,103254,70495,48442
2008-04-18,647872,542341,447918,338314,221336,150935,103720,70858,48634
2008-04-25,649581,543802,448978,339103,222178,151434,104086,71175,48866
2008-05-02,651355,545040,449970,339876,222821,152000,104588,71450,49155
2008-05-09,653773,546190,450924,341015,223482,152619,105076,71751,49403
2008-05-16,655118,547444,451925,341939,224249,153220,105922,72147,49714
2008-05-23,656539,548811,453037,346016,224895,153697,106654,72490,50005
2008-05-30,658006,550203,454144,346998,225684,154143,106995,73022,50366
2008-06-06,659366,551444,455018,347878,226415,154715,107537,73349,50862
2008-06-13,660637,552882,455766,349862,227091,155310,107953,73666,51113
2008-06-20,662074,554555,456876,351098,227725,155876,108455,73981,51371
2008-06-27,663283,556136,457909,352010,228425,156422,108892,74411,51660
2008-07-04,665232,557360,458895,353142,229127,157015,109355,74865,51879
2008-07-11,668180,558687,460365,354190,229691,157615,109756,75253,52192
2008-07-18,669762,560154,461717,355174,230352,158112,110443,75612,52500
2008-07-25,671161,561398,462913,356073,231050,158658,110796,75970,52782
2008-08-01,672748,562613,463936,356862,231726,159207,111211,76289,53032
2008-08-08,673896,564007,465061,357754,232372,159951,111561,76641,53249
2008-08-15,675438,565192,466299,359218,233059,160697,111911,77147,53545
2008-08-22,676654,567326,467486,360336,234111,161284,112270,77417,53809
2008-08-29,678369,570072,468639,361402,234870,161770,112710,77663,54044
2008-09-05,679680,571696,469990,362463,235953,162285,113116,78096,54329
2008-09-12,681281,573006,471530,363534,236742,162830,113499,78390,54596
2008-09-19,682609,574558,473006,364637,237494,163352,113756,78792,54875
2008-09-26,684143,575616,474174,365747,238284,163922,114104,79132,55217
2008-10-03,685405,577078,475418,366825,238931,164477,114597,79467,55494
2008-10-10,687017,578238,477285,367726,239655,164844,115104,79859,55737
2008-10-17,688428,579813,478424,368600,240434,165229,115603,80315,55989
2008-10-24,689701,580930,479583,369476,241130,165793,116011,80688,56221
2008-10-31,691060,582430,480785,370413,241643,166233,116396,81078,56481
2008-11-07,692393,583794,481882,371407,242150,166763,116924,81640,56748
2008-11-14,693818,585266,483760,372344,243008,167387,117461,81990,57039
2008-11-21,695154,586504,486317,373102,243754,168036,118030,82405,57311
2008-11-28,696492,587851,487737,373761,244688,168667,118542,82854,57694
2008-12-05,697965,589135,488945,374770,245544,169227,119016,83241,57936
2008-12-12,699579,590317,490395,375664,246434,169769,119555,83581,58187
2008-12-19,701555,591582,491402,376544,247464,170468,120048,83959,58481
2008-12-26,703127,592759,492764,377847,248545,171054,120567,84335,58845
2009-01-02,704740,593914,493875,378962,249751,171649,121043,84709,59185
2009-01-09,706479,595213,495351,380046,250546,172204,121516,85115,59532
2009-01-16,708182,596505,496383,380974,251283,172825,121922,85510,59809
2009-01-23,709525,597681,497748,381864,252421,173667,122275,85936,60059
2009-01-30,710490,599264,499010,382952,253228,174173,122733,86330,60374
2009-02-06,711635,600955,500317,384047,253860,174670,123105,86722,60639
2009-02-13,713379,602577,501384,385034,254551,175164,123459,87086,60872
2009-02-20,714863,604110,502628,386203,255365,175656,123991,87526,61231
2009-02-27,716421,605533,503820,387547,256218,176239,124462,87903,61507
2009-03-06,717734,607062,504909,390038,256845,176862,124930,88324,61753
2009-03-13,719358,608217,506091,391058,257493,177450,125413,88750,62007
2009-03-20,720894,609148,507130,392208,258262,177958,126075,89186,63137
2009-03-27,722282,610278,508177,393996,259144,178478,126519,89606,63468
2009-04-10,723865,611929,509423,394962,259775,179158,126950,89939,63753
2009-04-17,725389,613348,510609,395920,260407,179689,127405,90385,64000
2009-04-24,726696,614784,511636,396808,261172,180277,127931,90826,64280
2009-05-01,728075,615994,512998,397783,261888,180906,128424,91506,64664
2009-05-08,730708,617405,514598,399312,265051,181452,128847,92129,64965
2009-05-15,732339,618783,516120,400435,265834,182118,129244,92428,65454
2009-05-22,733821,620174,517530,401541,266559,182756,129711,92920,65727
2009-05-29,735591,621578,518820,402627,267410,183312,130221,93292,66011
2009-06-05,736854,622940,520162,403679,268112,183863,130714,93731,66287
2009-06-12,738935,624024,521124,404581,268802,184479,131210,94068,66662
2009-06-19,740078,625382,521936,405625,269641,185090,131747,94466,67081
2009-06-26,741498,627742,522955,406645,270485,185596,132288,94818,67435
2009-07-03,743134,628950,524300,407793,271303,186131,132703,95405,67758
2009-07-10,744535,630400,525589,408645,272034,186730,133122,95707,68067
2009-07-17,746144,632031,526789,409652,272640,187199,133576,96066,68340
2009-07-24,747516,633164,527905,410700,273344,187795,134207,96362,68660
2009-07-31,749240,634718,529127,411635,274505,188406,134816,96643,69120
2009-08-07,750643,635771,530427,412561,275482,189357,135305,96941,69329
2009-08-14,752546,637137,531684,413679,276307,190037,135721,97308,69534
2009-08-21,754129,638601,533005,414766,277171,190948,136184,97647,69926
2009-08-28,755574,639920,534307,415727,277990,191601,136692,97975,70169
2009-09-04,757051,641441,535330,416747,278873,192217,137158,98199,70515
2009-09-11,758480,642755,536680,417656,279737,192892,137680,98511,70820
2009-09-18,759814,644339,538864,418577,280587,193457,138166,98929,71099
2009-09-25,761235,645712,540031,419744,281359,194048,138462,99355,71434
2009-10-02,762836,647423,541373,420725,282064,194721,138780,99809,71831
2009-10-09,764253,648870,542817,421633,282803,195240,139267,100171,72177
2009-10-16,765836,650173,543821,422767,283579,195654,139625,100500,72522
2009-10-23,767260,651566,545214,424172,284352,196078,140101,100979,73038
2009-10-30,769249,652922,546226,425373,285100,196666,140649,101436,73348
2009-11-06,770633,654093,547508,426462,285707,197326,141215,101950,73715
2009-11-13,772016,655480,548886,427614,286240,198146,141766,102418,74099
2009-11-20,773691,656953,550123,428799,287054,198927,142271,102832,74432
2009-11-27,775319,658319,551596,429677,287792,199707,142730,103300,74725
2009-12-04,776816,659773,552950,430352,288505,200554,143330,103742,75045
2009-12-11,778305,661092,554393,431234,289659,201506,143830,104166,75362
2009-12-18,779995,662973,555690,432349,290556,202584,144332,104581,75648
2009-12-25,781387,664246,557355,433514,291435,203294,144768,104992,75999
2010-01-01,783090,665555,558627,434526,292231,203954,145283,105345,76323
2010-01-08,784431,667108,559867,435576,292970,204940,146006,105673,76705
2010-01-15,786425,668628,561217,436581,293905,205622,146454,106086,77057
2010-01-22,787993,669842,562357,437753,294836,206189,146892,106393,77407
2010-01-29,788852,671224,563493,438861,295708,206796,147346,106689,77718
2010-02-05,789626,672819,564719,439927,296597,207473,147763,107143,78110
2010-02-12,790936,674205,565782,441050,297714,208188,148263,107543,78457
2010-02-19,792441,675789,566924,442050,299448,208739,148808,107951,78816
2010-02-26,794009,676995,568253,443264,300314,209289,149325,108362,79201
2010-03-05,795511,678360,569469,445229,301233,209942,149757,108975,79591
2010-03-12,796957,679747,571221,446309,302406,210673,150212,109378,79943
2010-03-19,798244,680536,572416,447556,303173,211227,150804,109753,80220
2010-03-26,799956,681389,573617,448753,303946,211778,151235,110145,80618
2010-04-02,801522,682619,575042,449705,304669,212406,151740,110573,80978
2010-04-09,803324,684028,576426,450965,305475,213008,152304,111004,81583
2010-04-16,804871,685473,577528,451884,306187,215967,152781,111359,82131
2010-04-23,806924,686814,578653,453078,307012,216606,153351,111705,82395
2010-04-30,808508,688132,580112,454223,307930,217214,153892,112123,82836
2010-05-07,810067,689318,581362,455257,308783,217923,154379,112564,83163
2010-05-14,811853,690877,582799,456454,309651,218552,154849,113006,83513
2010-05-21,813535,692281,583858,457663,310426,219152,155410,113451,83811
2010-05-28,815265,693871,585068,458890,311206,219846,155928,113950,84177
2010-06-04,816506,695276,586257,459975,312086,220549,156363,114434,84480
2010-06-11,817887,697102,587012,460933,313080,221212,156800,114807,85004
2010-06-18,819255,698579,587729,462003,313781,221870,157302,115171,85274
2010-06-25,820671,700105,588842,463035,314639,222413,157714,115564,85612
2010-07-02,821906,701820,590123,464216,315539,223047,158268,116157,85876
2010-07-09,823275,703428,591496,465337,316356,223979,158819,116697,86116
2010-07-16,824538,705031,592914,466335,317133,224866,159669,117098,86386
2010-07-23,826153,706254,594149,467336,318062,225600,160297,117465,86725
2010-07-30,828505,707584,595263,468318,318997,226373,161069,117897,87040
2010-08-06,829872,708924,596841,469396,319916,227116,161670,118332,87338
2010-08-13,831329,710330,598249,470533,320760,227819,162234,118717,87542
2010-08-20,832865,711601,599749,471652,321501,228582,162823,119187,87816
2010-08-27,834724,713063,601159,472892,322305,229374,163345,119623,88194
2010-09-03,836171,714386,602918,473959,323393,230079,163839,119865,88565
2010-09-10,837554,715873,604333,475065,324249,230732,164418,120126,88977
2010-09-17,839545,717971,605810,476310,325045,231347,164857,120519,89297
2010-09-24,841121,719218,607430,477476,325971,232050,165205,120826,89585
2010-10-01,843296,720546,608795,478341,327141,232713,165576,121260,90015
2010-10-08,844630,721791,610232,479402,328147,233355,166082,121722,90428
2010-10-15,846122,723190,611411,480652,328983,233890,166648,122247,90886
2010-10-22,847496,724493,612613,481801,329948,234366,167337,122753,91303
2010-10-29,849114,725731,613858,483215,330859,235077,168005,123222,91668
2010-11-05,850676,727330,615203,484218,331693,235729,168652,123653,92098
2010-11-12,852217,728803,616392,485328,332295,236343,169382,124174,92496
2010-11-19,853702,730773,617518,486301,333040,237435,170153,124585,92886
2010-11-26,855260,732027,618713,486974,333859,238248,171130,124992,93259
2010-12-03,856657,733434,620073,487748,334755,239028,171718,125391,93601
2010-12-10,858408,734775,621980,488744,335602,239719,172288,125819,93601
2010-12-17,860098,736310,623133,489936,336550,240351,173196,125819,93601
2010-12-24,861625,737631,624317,491169,337368,241189,173196,125819,93601
2010-12-31,863100,738942,625458,492303,338416,241189,173196,125819,93601
2011-01-07,864950,740347,626759,493411,338416,241189,173196,125819,93601
2011-01-14,866656,741843,627948,493411,338416,241189,173196,125819,93601
2011-01-21,868150,743177,627948,493411,338416,241189,173196,125819,93601
2011-01-28,869320,743177,627948,493411,338416,241189,173196,125819,93601
