"date","peer_id","sum"
"2002-12-27",112,116277
"2002-12-27",113,1247
"2002-12-27",114,116922
"2002-12-27",116,117580
"2002-12-27",117,117580
"2002-12-27",118,115738
"2003-01-03",26,100977
"2003-01-03",54,117723
"2003-01-03",55,116197
"2003-01-03",68,116876
"2003-01-03",72,100988
"2003-01-03",73,100990
"2003-01-03",83,156
"2003-01-03",93,116362
"2003-01-03",97,118461
"2003-01-03",100,116606
"2003-01-03",101,116744
"2003-01-03",102,116489
"2003-01-03",104,117254
"2003-01-03",105,117148
"2003-01-03",107,116856
"2003-01-03",108,116323
"2003-01-03",109,116922
"2003-01-03",110,116922
"2003-01-03",111,116123
"2003-01-03",112,116855
"2003-01-03",113,1247
"2003-01-03",114,117513
"2003-01-03",116,118194
"2003-01-03",117,118194
"2003-01-03",118,116320
"2003-01-10",26,101085
"2003-01-10",54,118143
"2003-01-10",55,116570
"2003-01-10",68,117179
"2003-01-10",72,101147
"2003-01-10",73,101147
"2003-01-10",83,156
"2003-01-10",93,116682
"2003-01-10",95,117626
"2003-01-10",96,117615
"2003-01-10",97,51511
"2003-01-10",100,116978
"2003-01-10",101,116991
"2003-01-10",102,116825
"2003-01-10",104,117714
"2003-01-10",105,117540
"2003-01-10",107,117085
"2003-01-10",108,116646
"2003-01-10",109,117075
"2003-01-10",110,117075
"2003-01-10",111,116468
"2003-01-10",112,117294
"2003-01-10",113,1237
"2003-01-10",114,117874
"2003-01-10",116,118517
"2003-01-10",117,118518
"2003-01-10",118,116630
"2003-01-17",26,101334
"2003-01-17",54,118534
"2003-01-17",55,116917
"2003-01-17",68,32944
"2003-01-17",72,101372
"2003-01-17",73,101373
"2003-01-17",83,156
"2003-01-17",93,116993
"2003-01-17",95,118066
"2003-01-17",96,118056
"2003-01-17",97,119131
"2003-01-17",100,117299
"2003-01-17",101,117329
"2003-01-17",102,117131
"2003-01-17",104,117972
"2003-01-17",105,117985
"2003-01-17",106,117503
"2003-01-17",107,117507
"2003-01-17",108,116965
"2003-01-17",109,117425
"2003-01-17",110,117425
"2003-01-17",111,116796
"2003-01-17",112,117618
"2003-01-17",113,1227
"2003-01-17",114,118155
"2003-01-17",116,118814
"2003-01-17",117,118815
"2003-01-17",118,117027
"2003-01-24",26,101651
"2003-01-24",54,118608
"2003-01-24",55,116948
"2003-01-24",68,117464
"2003-01-24",72,101755
"2003-01-24",73,101755
"2003-01-24",83,158
"2003-01-24",93,117060
"2003-01-24",95,120282
"2003-01-24",96,120271
"2003-01-24",97,119022
"2003-01-24",100,117748
"2003-01-24",101,117358
"2003-01-24",102,117182
"2003-01-24",104,117937
"2003-01-24",105,117880
"2003-01-24",106,117395
"2003-01-24",107,117380
"2003-01-24",108,116963
"2003-01-24",109,117463
"2003-01-24",110,117463
"2003-01-24",111,116857
"2003-01-24",112,119873
"2003-01-24",113,1243
"2003-01-24",114,118209
"2003-01-24",116,118899
"2003-01-24",117,118918
"2003-01-24",118,116956
"2003-01-31",26,102038
"2003-01-31",54,118868
"2003-01-31",55,117224
"2003-01-31",68,117680
"2003-01-31",72,102124
"2003-01-31",73,102123
"2003-01-31",83,156
"2003-01-31",93,117311
"2003-01-31",95,117551
"2003-01-31",96,117548
"2003-01-31",97,119376
"2003-01-31",100,117574
"2003-01-31",101,117622
"2003-01-31",102,117443
"2003-01-31",104,118143
"2003-01-31",105,118122
"2003-01-31",106,117788
"2003-01-31",107,117793
"2003-01-31",108,117257
"2003-01-31",109,117691
"2003-01-31",110,117700
"2003-01-31",111,117106
"2003-01-31",112,117410
"2003-01-31",113,1248
"2003-01-31",114,118442
"2003-01-31",116,119164
"2003-01-31",117,119164
"2003-01-31",118,117343
"2003-02-07",26,102160
"2003-02-07",54,118986
"2003-02-07",55,117339
"2003-02-07",68,117752
"2003-02-07",72,102228
"2003-02-07",73,102229
"2003-02-07",83,156
"2003-02-07",93,117419
"2003-02-07",95,117717
"2003-02-07",96,117708
"2003-02-07",97,118068
"2003-02-07",100,117666
"2003-02-07",101,117774
"2003-02-07",102,117537
"2003-02-07",104,118432
"2003-02-07",105,118214
"2003-02-07",106,117895
"2003-02-07",107,117901
"2003-02-07",108,117433
"2003-02-07",109,117847
"2003-02-07",110,117847
"2003-02-07",111,117186
"2003-02-07",112,117496
"2003-02-07",113,1264
"2003-02-07",114,118574
"2003-02-07",116,116720
"2003-02-07",117,117722
"2003-02-07",118,117450
"2003-02-14",26,102451
"2003-02-14",54,119327
"2003-02-14",55,117673
"2003-02-14",68,118108
"2003-02-14",72,102500
"2003-02-14",73,102514
"2003-02-14",83,147
"2003-02-14",93,117759
"2003-02-14",95,118051
"2003-02-14",96,118040
"2003-02-14",97,118414
"2003-02-14",100,117999
"2003-02-14",101,118140
"2003-02-14",102,117916
"2003-02-14",104,118781
"2003-02-14",105,118633
"2003-02-14",106,118270
"2003-02-14",107,118273
"2003-02-14",108,117772
"2003-02-14",109,118223
"2003-02-14",110,118223
"2003-02-14",111,117500
"2003-02-14",112,117795
"2003-02-14",113,1272
"2003-02-14",114,118929
"2003-02-14",116,118112
"2003-02-14",117,117510
"2003-02-14",118,117877
"2003-02-21",26,102720
"2003-02-21",54,119634
"2003-02-21",55,117993
"2003-02-21",68,118399
"2003-02-21",72,102737
"2003-02-21",73,102736
"2003-02-21",83,146
"2003-02-21",93,118056
"2003-02-21",95,118274
"2003-02-21",96,118263
"2003-02-21",97,118676
"2003-02-21",100,118311
"2003-02-21",101,118455
"2003-02-21",102,118202
"2003-02-21",104,118604
"2003-02-21",105,118907
"2003-02-21",106,118610
"2003-02-21",107,118610
"2003-02-21",108,118069
"2003-02-21",109,118409
"2003-02-21",110,118409
"2003-02-21",111,117821
"2003-02-21",112,118060
"2003-02-21",113,1264
"2003-02-21",114,119227
"2003-02-21",116,118253
"2003-02-21",117,117825
"2003-02-21",118,118179
"2003-02-28",26,103011
"2003-02-28",54,119947
"2003-02-28",55,118276
"2003-02-28",68,118537
"2003-02-28",72,103174
"2003-02-28",73,103174
"2003-02-28",83,146
"2003-02-28",93,118364
"2003-02-28",95,118556
"2003-02-28",96,118545
"2003-02-28",97,118748
"2003-02-28",100,118631
"2003-02-28",101,118631
"2003-02-28",102,118540
"2003-02-28",104,116390
"2003-02-28",105,119075
"2003-02-28",106,117430
"2003-02-28",107,119000
"2003-02-28",108,118384
"2003-02-28",109,118705
"2003-02-28",110,118705
"2003-02-28",111,118148
"2003-02-28",112,118452
"2003-02-28",113,1269
"2003-02-28",114,119538
"2003-02-28",116,118023
"2003-02-28",117,118240
"2003-02-28",118,118254
"2003-03-07",26,103439
"2003-03-07",54,120613
"2003-03-07",55,118899
"2003-03-07",68,119221
"2003-03-07",72,103477
"2003-03-07",73,103477
"2003-03-07",83,146
"2003-03-07",93,118924
"2003-03-07",95,119211
"2003-03-07",96,119204
"2003-03-07",97,119660
"2003-03-07",100,119175
"2003-03-07",101,119345
"2003-03-07",102,119097
"2003-03-07",104,120007
"2003-03-07",105,119798
"2003-03-07",106,119507
"2003-03-07",107,119534
"2003-03-07",108,118953
"2003-03-07",109,119313
"2003-03-07",110,119312
"2003-03-07",111,118668
"2003-03-07",112,118980
"2003-03-07",113,1257
"2003-03-07",114,120045
"2003-03-07",116,118443
"2003-03-07",117,118490
"2003-03-07",118,119057
"2003-03-14",26,103822
"2003-03-14",54,120880
"2003-03-14",55,119075
"2003-03-14",68,119404
"2003-03-14",72,103883
"2003-03-14",83,148
"2003-03-14",93,119137
"2003-03-14",95,119421
"2003-03-14",96,119410
"2003-03-14",97,119879
"2003-03-14",100,119427
"2003-03-14",101,119546
"2003-03-14",102,119319
"2003-03-14",104,119756
"2003-03-14",105,120023
"2003-03-14",106,119718
"2003-03-14",107,119778
"2003-03-14",108,119170
"2003-03-14",109,119504
"2003-03-14",110,119504
"2003-03-14",111,118911
"2003-03-14",112,119259
"2003-03-14",113,1244
"2003-03-14",114,120284
"2003-03-14",116,119398
"2003-03-14",117,118664
"2003-03-14",118,119282
"2003-03-14",119,103883
"2003-03-21",26,104036
"2003-03-21",54,121097
"2003-03-21",55,119326
"2003-03-21",68,119823
"2003-03-21",72,104045
"2003-03-21",83,150
"2003-03-21",93,119430
"2003-03-21",95,119842
"2003-03-21",96,119759
"2003-03-21",97,120343
"2003-03-21",100,119644
"2003-03-21",101,120063
"2003-03-21",102,119783
"2003-03-21",104,120142
"2003-03-21",105,120400
"2003-03-21",106,120989
"2003-03-21",107,121055
"2003-03-21",108,119593
"2003-03-21",109,120043
"2003-03-21",110,120043
"2003-03-21",111,119145
"2003-03-21",112,118990
"2003-03-21",113,1254
"2003-03-21",114,120737
"2003-03-21",116,119174
"2003-03-21",117,119196
"2003-03-21",118,119862
"2003-03-21",119,104045
"2003-03-28",26,104371
"2003-03-28",54,121332
"2003-03-28",55,119509
"2003-03-28",68,119866
"2003-03-28",72,104464
"2003-03-28",83,149
"2003-03-28",93,119609
"2003-03-28",95,119983
"2003-03-28",96,119972
"2003-03-28",97,119960
"2003-03-28",100,119881
"2003-03-28",101,120019
"2003-03-28",102,119791
"2003-03-28",104,120417
"2003-03-28",105,120315
"2003-03-28",106,120265
"2003-03-28",107,120373
"2003-03-28",108,119631
"2003-03-28",111,119325
"2003-03-28",112,119120
"2003-03-28",113,1228
"2003-03-28",114,120808
"2003-03-28",116,119795
"2003-03-28",117,119107
"2003-03-28",118,119611
"2003-03-28",119,104464
"2003-04-04",26,104816
"2003-04-04",54,121604
"2003-04-04",55,119820
"2003-04-04",68,120153
"2003-04-04",72,104821
"2003-04-04",83,149
"2003-04-04",93,119325
"2003-04-04",95,119994
"2003-04-04",96,119984
"2003-04-04",97,120352
"2003-04-04",100,120116
"2003-04-04",101,120385
"2003-04-04",102,120041
"2003-04-04",105,120677
"2003-04-04",106,120610
"2003-04-04",107,120726
"2003-04-04",108,119929
"2003-04-04",111,119658
"2003-04-04",112,122111
"2003-04-04",113,1247
"2003-04-04",114,121913
"2003-04-04",116,120146
"2003-04-04",117,120186
"2003-04-04",118,120084
"2003-04-04",119,104821
"2003-04-04",120,120719
"2003-04-04",121,120720
"2003-04-11",26,105005
"2003-04-11",54,121165
"2003-04-11",55,119539
"2003-04-11",68,119889
"2003-04-11",72,105029
"2003-04-11",83,150
"2003-04-11",93,119649
"2003-04-11",95,119727
"2003-04-11",96,119716
"2003-04-11",97,120118
"2003-04-11",100,119827
"2003-04-11",101,120111
"2003-04-11",102,119771
"2003-04-11",104,125366
"2003-04-11",105,120398
"2003-04-11",106,120418
"2003-04-11",107,120464
"2003-04-11",108,119636
"2003-04-11",109,119979
"2003-04-11",110,119977
"2003-04-11",111,119375
"2003-04-11",112,119468
"2003-04-11",113,1261
"2003-04-11",114,121674
"2003-04-11",116,119867
"2003-04-11",117,119913
"2003-04-11",118,119812
"2003-04-11",119,105029
"2003-04-11",120,120418
"2003-04-11",121,120419
"2003-04-18",26,105164
"2003-04-18",54,121505
"2003-04-18",55,120011
"2003-04-18",68,120352
"2003-04-18",72,105177
"2003-04-18",83,151
"2003-04-18",93,120192
"2003-04-18",95,120171
"2003-04-18",96,120158
"2003-04-18",97,120535
"2003-04-18",100,120313
"2003-04-18",101,120455
"2003-04-18",102,121057
"2003-04-18",104,125872
"2003-04-18",105,120749
"2003-04-18",106,120786
"2003-04-18",107,120847
"2003-04-18",108,120039
"2003-04-18",109,120439
"2003-04-18",110,120439
"2003-04-18",111,119879
"2003-04-18",112,119871
"2003-04-18",113,1271
"2003-04-18",114,122068
"2003-04-18",116,119946
"2003-04-18",117,119592
"2003-04-18",118,120299
"2003-04-18",119,105177
"2003-04-18",120,120942
"2003-04-18",121,120944
"2003-04-25",26,105717
"2003-04-25",54,121981
"2003-04-25",55,120546
"2003-04-25",68,120904
"2003-04-25",72,105723
"2003-04-25",83,151
"2003-04-25",93,120779
"2003-04-25",95,120794
"2003-04-25",96,120782
"2003-04-25",97,121096
"2003-04-25",100,120704
"2003-04-25",101,121064
"2003-04-25",102,121612
"2003-04-25",104,121990
"2003-04-25",105,121480
"2003-04-25",106,121413
"2003-04-25",107,121433
"2003-04-25",108,120564
"2003-04-25",109,121000
"2003-04-25",110,121002
"2003-04-25",111,120374
"2003-04-25",112,120411
"2003-04-25",113,1269
"2003-04-25",114,122638
"2003-04-25",116,120800
"2003-04-25",117,120156
"2003-04-25",118,120843
"2003-04-25",119,105723
"2003-04-25",120,121443
"2003-04-25",121,121443
"2003-05-02",26,105727
"2003-05-02",54,122255
"2003-05-02",55,120767
"2003-05-02",68,121112
"2003-05-02",72,105727
"2003-05-02",83,151
"2003-05-02",93,121010
"2003-05-02",95,121015
"2003-05-02",96,121004
"2003-05-02",97,121292
"2003-05-02",100,121049
"2003-05-02",101,121294
"2003-05-02",102,121841
"2003-05-02",104,122202
"2003-05-02",105,121645
"2003-05-02",106,121640
"2003-05-02",107,121655
"2003-05-02",108,120792
"2003-05-02",109,121197
"2003-05-02",110,121197
"2003-05-02",111,120582
"2003-05-02",112,120630
"2003-05-02",114,122904
"2003-05-02",116,120408
"2003-05-02",117,120409
"2003-05-02",118,121075
"2003-05-02",119,105727
"2003-05-02",120,121666
"2003-05-02",121,121663
"2003-05-02",123,1169
"2003-05-09",26,105985
"2003-05-09",54,122599
"2003-05-09",55,120908
"2003-05-09",68,121372
"2003-05-09",72,105999
"2003-05-09",83,152
"2003-05-09",93,121289
"2003-05-09",95,121100
"2003-05-09",96,121088
"2003-05-09",97,121451
"2003-05-09",100,121234
"2003-05-09",101,121419
"2003-05-09",102,121985
"2003-05-09",104,122497
"2003-05-09",105,121677
"2003-05-09",106,121807
"2003-05-09",107,121838
"2003-05-09",108,120913
"2003-05-09",109,121364
"2003-05-09",110,121364
"2003-05-09",111,120702
"2003-05-09",112,121205
"2003-05-09",114,123661
"2003-05-09",116,120512
"2003-05-09",117,120723
"2003-05-09",118,121153
"2003-05-09",119,105999
"2003-05-09",120,121784
"2003-05-09",121,121799
"2003-05-09",122,120652
"2003-05-09",123,1207
"2003-05-16",26,106092
"2003-05-16",54,110353
"2003-05-16",55,121142
"2003-05-16",68,121521
"2003-05-16",72,106102
"2003-05-16",83,152
"2003-05-16",93,121453
"2003-05-16",95,121263
"2003-05-16",96,121252
"2003-05-16",97,121660
"2003-05-16",100,121331
"2003-05-16",101,121589
"2003-05-16",102,122103
"2003-05-16",104,122037
"2003-05-16",105,121778
"2003-05-16",106,121943
"2003-05-16",107,122037
"2003-05-16",108,121052
"2003-05-16",109,121547
"2003-05-16",110,121548
"2003-05-16",111,120972
"2003-05-16",112,121635
"2003-05-16",114,122332
"2003-05-16",116,121430
"2003-05-16",117,121285
"2003-05-16",118,121397
"2003-05-16",119,106102
"2003-05-16",120,122497
"2003-05-16",121,122497
"2003-05-16",122,120778
"2003-05-16",123,1248
"2003-05-23",26,106086
"2003-05-23",54,122840
"2003-05-23",55,121118
"2003-05-23",68,121569
"2003-05-23",72,106105
"2003-05-23",83,152
"2003-05-23",93,121628
"2003-05-23",95,121300
"2003-05-23",96,121287
"2003-05-23",97,121727
"2003-05-23",100,121502
"2003-05-23",101,121657
"2003-05-23",102,122081
"2003-05-23",104,122126
"2003-05-23",105,122030
"2003-05-23",106,122157
"2003-05-23",107,122175
"2003-05-23",108,121157
"2003-05-23",109,121561
"2003-05-23",110,121562
"2003-05-23",111,120936
"2003-05-23",112,121812
"2003-05-23",114,122510
"2003-05-23",116,121448
"2003-05-23",117,120941
"2003-05-23",118,121443
"2003-05-23",119,106105
"2003-05-23",120,122481
"2003-05-23",121,122481
"2003-05-23",122,120812
"2003-05-23",123,1343
"2003-05-23",124,122033
"2003-05-23",125,122032
"2003-05-30",26,105706
"2003-05-30",54,122527
"2003-05-30",55,120805
"2003-05-30",68,121195
"2003-05-30",72,105738
"2003-05-30",83,153
"2003-05-30",93,121353
"2003-05-30",95,121051
"2003-05-30",96,121037
"2003-05-30",97,121395
"2003-05-30",100,121135
"2003-05-30",101,121359
"2003-05-30",102,121770
"2003-05-30",104,121709
"2003-05-30",105,121669
"2003-05-30",106,121965
"2003-05-30",107,121981
"2003-05-30",108,120830
"2003-05-30",109,121214
"2003-05-30",110,121214
"2003-05-30",111,120647
"2003-05-30",112,121522
"2003-05-30",114,122144
"2003-05-30",116,121174
"2003-05-30",117,120591
"2003-05-30",118,121047
"2003-05-30",119,105738
"2003-05-30",120,122790
"2003-05-30",121,122824
"2003-05-30",122,120580
"2003-05-30",123,1361
"2003-05-30",124,121627
"2003-05-30",125,121625
"2003-05-30",126,126172
"2003-05-30",127,123426
"2003-05-30",128,122329
"2003-06-06",26,105798
"2003-06-06",54,122920
"2003-06-06",55,121152
"2003-06-06",68,121551
"2003-06-06",72,105905
"2003-06-06",93,121754
"2003-06-06",95,121377
"2003-06-06",96,121367
"2003-06-06",97,121784
"2003-06-06",100,121504
"2003-06-06",101,121742
"2003-06-06",102,122249
"2003-06-06",104,122102
"2003-06-06",105,122043
"2003-06-06",106,122384
"2003-06-06",107,122382
"2003-06-06",108,121189
"2003-06-06",109,121567
"2003-06-06",110,121568
"2003-06-06",111,120985
"2003-06-06",112,121933
"2003-06-06",114,123063
"2003-06-06",116,121571
"2003-06-06",117,120987
"2003-06-06",118,121509
"2003-06-06",119,105905
"2003-06-06",120,123076
"2003-06-06",121,123076
"2003-06-06",122,120969
"2003-06-06",123,1402
"2003-06-06",124,122035
"2003-06-06",125,122033
"2003-06-06",126,126518
"2003-06-06",127,123779
"2003-06-06",128,122798
"2003-06-13",26,105847
"2003-06-13",54,123229
"2003-06-13",55,121552
"2003-06-13",68,121958
"2003-06-13",72,105985
"2003-06-13",93,122102
"2003-06-13",95,121234
"2003-06-13",96,121398
"2003-06-13",97,122234
"2003-06-13",100,121897
"2003-06-13",101,121690
"2003-06-13",102,122516
"2003-06-13",104,122519
"2003-06-13",105,122305
"2003-06-13",106,122933
"2003-06-13",107,122929
"2003-06-13",108,121592
"2003-06-13",109,121908
"2003-06-13",110,121908
"2003-06-13",111,121404
"2003-06-13",112,122363
"2003-06-13",114,123105
"2003-06-13",116,121963
"2003-06-13",117,121822
"2003-06-13",118,121388
"2003-06-13",119,106032
"2003-06-13",120,123496
"2003-06-13",121,122976
"2003-06-13",122,121263
"2003-06-13",123,1352
"2003-06-13",124,122467
"2003-06-13",125,122466
"2003-06-13",126,126678
"2003-06-13",127,123641
"2003-06-13",128,123242
"2003-06-20",26,106000
"2003-06-20",54,122793
"2003-06-20",55,121042
"2003-06-20",68,121436
"2003-06-20",72,106151
"2003-06-20",93,121609
"2003-06-20",95,121258
"2003-06-20",96,121245
"2003-06-20",97,121641
"2003-06-20",100,121402
"2003-06-20",101,121627
"2003-06-20",102,121990
"2003-06-20",104,121918
"2003-06-20",105,121825
"2003-06-20",106,122213
"2003-06-20",107,122214
"2003-06-20",108,121064
"2003-06-20",109,121445
"2003-06-20",110,121444
"2003-06-20",111,120881
"2003-06-20",112,121614
"2003-06-20",114,122590
"2003-06-20",116,121445
"2003-06-20",117,121497
"2003-06-20",118,121423
"2003-06-20",119,106150
"2003-06-20",120,123006
"2003-06-20",121,122970
"2003-06-20",122,120751
"2003-06-20",123,1094
"2003-06-20",124,121896
"2003-06-20",125,121895
"2003-06-20",126,126313
"2003-06-20",127,123642
"2003-06-20",128,122653
"2003-06-27",26,106033
"2003-06-27",54,122756
"2003-06-27",55,120960
"2003-06-27",68,121336
"2003-06-27",72,106120
"2003-06-27",93,121553
"2003-06-27",95,121202
"2003-06-27",96,121191
"2003-06-27",97,121595
"2003-06-27",100,121338
"2003-06-27",101,121559
"2003-06-27",102,121934
"2003-06-27",104,121855
"2003-06-27",105,121810
"2003-06-27",106,122239
"2003-06-27",107,122232
"2003-06-27",108,121004
"2003-06-27",109,121388
"2003-06-27",110,121388
"2003-06-27",111,120807
"2003-06-27",112,121561
"2003-06-27",114,122370
"2003-06-27",116,121379
"2003-06-27",117,121431
"2003-06-27",118,121359
"2003-06-27",119,106120
"2003-06-27",120,122886
"2003-06-27",121,122920
"2003-06-27",122,120733
"2003-06-27",123,1068
"2003-06-27",124,121845
"2003-06-27",125,121843
"2003-06-27",126,126200
"2003-06-27",127,123609
"2003-06-27",128,122638
"2003-06-27",129,121845
"2003-06-27",130,121845
"2003-07-04",26,106252
"2003-07-04",54,123536
"2003-07-04",55,121720
"2003-07-04",68,122259
"2003-07-04",72,106645
"2003-07-04",93,122410
"2003-07-04",95,122002
"2003-07-04",96,121991
"2003-07-04",97,122559
"2003-07-04",100,122192
"2003-07-04",101,122392
"2003-07-04",102,122788
"2003-07-04",104,122711
"2003-07-04",105,122648
"2003-07-04",106,122685
"2003-07-04",107,122689
"2003-07-04",108,121829
"2003-07-04",109,122154
"2003-07-04",110,122154
"2003-07-04",111,121636
"2003-07-04",114,123232
"2003-07-04",116,122223
"2003-07-04",117,122271
"2003-07-04",118,122072
"2003-07-04",119,106645
"2003-07-04",120,127068
"2003-07-04",121,127090
"2003-07-04",122,121599
"2003-07-04",123,1055
"2003-07-04",124,122698
"2003-07-04",125,122697
"2003-07-04",126,127053
"2003-07-04",127,124333
"2003-07-04",128,123506
"2003-07-04",129,122703
"2003-07-04",130,122703
"2003-07-11",26,106838
"2003-07-11",54,123827
"2003-07-11",55,122012
"2003-07-11",68,122487
"2003-07-11",72,106924
"2003-07-11",93,122538
"2003-07-11",95,122276
"2003-07-11",96,122266
"2003-07-11",97,122741
"2003-07-11",100,13683
"2003-07-11",101,122625
"2003-07-11",102,122989
"2003-07-11",105,122836
"2003-07-11",106,122966
"2003-07-11",107,122792
"2003-07-11",108,122069
"2003-07-11",109,122409
"2003-07-11",110,122409
"2003-07-11",111,121852
"2003-07-11",114,123251
"2003-07-11",116,121554
"2003-07-11",117,122469
"2003-07-11",118,122385
"2003-07-11",119,106924
"2003-07-11",120,128376
"2003-07-11",121,127442
"2003-07-11",122,121806
"2003-07-11",123,1048
"2003-07-11",124,122895
"2003-07-11",125,122894
"2003-07-11",126,127221
"2003-07-11",127,124523
"2003-07-11",128,123738
"2003-07-11",129,122934
"2003-07-11",130,122934
"2003-07-18",26,106787
"2003-07-18",54,124557
"2003-07-18",55,122150
"2003-07-18",68,123353
"2003-07-18",72,107087
"2003-07-18",93,122708
"2003-07-18",95,122438
"2003-07-18",96,122436
"2003-07-18",97,122796
"2003-07-18",100,13761
"2003-07-18",101,123354
"2003-07-18",102,123238
"2003-07-18",104,123774
"2003-07-18",105,123132
"2003-07-18",106,122946
"2003-07-18",107,122602
"2003-07-18",108,122842
"2003-07-18",109,123210
"2003-07-18",110,123210
"2003-07-18",111,122558
"2003-07-18",114,124123
"2003-07-18",116,122899
"2003-07-18",117,123174
"2003-07-18",118,122408
"2003-07-18",119,107087
"2003-07-18",120,129057
"2003-07-18",121,127990
"2003-07-18",122,121947
"2003-07-18",123,941
"2003-07-18",124,123631
"2003-07-18",125,123631
"2003-07-18",126,127296
"2003-07-18",127,124745
"2003-07-18",128,124511
"2003-07-25",26,107014
"2003-07-25",54,124089
"2003-07-25",55,122187
"2003-07-25",68,122666
"2003-07-25",72,107117
"2003-07-25",93,122816
"2003-07-25",95,122474
"2003-07-25",96,122463
"2003-07-25",97,122802
"2003-07-25",100,13280
"2003-07-25",101,122882
"2003-07-25",102,123221
"2003-07-25",105,122974
"2003-07-25",106,123075
"2003-07-25",107,122941
"2003-07-25",108,122262
"2003-07-25",109,122590
"2003-07-25",110,122588
"2003-07-25",111,122085
"2003-07-25",114,123493
"2003-07-25",116,122009
"2003-07-25",117,122683
"2003-07-25",118,122529
"2003-07-25",119,107117
"2003-07-25",120,128591
"2003-07-25",121,127522
"2003-07-25",122,122021
"2003-07-25",123,942
"2003-07-25",124,123011
"2003-07-25",125,123009
"2003-07-25",126,127403
"2003-07-25",127,124858
"2003-07-25",128,123917
"2003-07-25",129,122995
"2003-08-01",26,106938
"2003-08-01",54,124018
"2003-08-01",55,122229
"2003-08-01",68,122687
"2003-08-01",72,107122
"2003-08-01",93,122838
"2003-08-01",95,122561
"2003-08-01",96,122550
"2003-08-01",97,122781
"2003-08-01",100,13632
"2003-08-01",101,122892
"2003-08-01",102,123248
"2003-08-01",104,123099
"2003-08-01",105,123030
"2003-08-01",106,122974
"2003-08-01",107,122979
"2003-08-01",108,122222
"2003-08-01",109,122623
"2003-08-01",110,122620
"2003-08-01",111,122090
"2003-08-01",114,123569
"2003-08-01",116,121959
"2003-08-01",117,122691
"2003-08-01",118,122363
"2003-08-01",119,107122
"2003-08-01",120,127525
"2003-08-01",121,128605
"2003-08-01",122,122071
"2003-08-01",123,901
"2003-08-01",124,122978
"2003-08-01",125,122976
"2003-08-01",126,127368
"2003-08-01",127,124779
"2003-08-01",128,123891
"2003-08-01",129,122985
"2003-08-01",131,5643
"2003-08-08",26,107268
"2003-08-08",54,124290
"2003-08-08",55,122517
"2003-08-08",68,122936
"2003-08-08",72,107451
"2003-08-08",93,123080
"2003-08-08",95,122844
"2003-08-08",96,122827
"2003-08-08",97,123021
"2003-08-08",100,13513
"2003-08-08",101,123141
"2003-08-08",102,123539
"2003-08-08",104,123345
"2003-08-08",105,123238
"2003-08-08",106,123241
"2003-08-08",107,123260
"2003-08-08",108,122562
"2003-08-08",109,122899
"2003-08-08",110,122895
"2003-08-08",111,122373
"2003-08-08",114,123741
"2003-08-08",116,122604
"2003-08-08",117,122880
"2003-08-08",118,122669
"2003-08-08",119,107451
"2003-08-08",120,130226
"2003-08-08",121,130252
"2003-08-08",122,122332
"2003-08-08",123,929
"2003-08-08",124,123231
"2003-08-08",125,123230
"2003-08-08",126,127575
"2003-08-08",127,124967
"2003-08-08",128,124165
"2003-08-08",129,123253
"2003-08-08",131,123929
"2003-08-15",54,120976
"2003-08-15",55,119057
"2003-08-15",68,119502
"2003-08-15",72,104620
"2003-08-15",93,119626
"2003-08-15",95,119305
"2003-08-15",96,119307
"2003-08-15",97,119684
"2003-08-15",100,12977
"2003-08-15",101,119624
"2003-08-15",102,120271
"2003-08-15",104,120437
"2003-08-15",105,119775
"2003-08-15",106,119787
"2003-08-15",107,119814
"2003-08-15",108,119103
"2003-08-15",109,119658
"2003-08-15",110,119650
"2003-08-15",111,119066
"2003-08-15",114,120583
"2003-08-15",116,119186
"2003-08-15",117,119507
"2003-08-15",118,119228
"2003-08-15",119,104620
"2003-08-15",120,125326
"2003-08-15",121,125474
"2003-08-15",122,119013
"2003-08-15",123,937
"2003-08-15",124,120037
"2003-08-15",125,120036
"2003-08-15",126,124081
"2003-08-15",127,121402
"2003-08-15",128,120751
"2003-08-15",129,119921
"2003-08-15",131,120633
"2003-08-22",26,106962
"2003-08-22",54,124210
"2003-08-22",55,122531
"2003-08-22",68,122819
"2003-08-22",72,107083
"2003-08-22",93,122979
"2003-08-22",95,122677
"2003-08-22",96,122701
"2003-08-22",97,122966
"2003-08-22",100,13664
"2003-08-22",101,123001
"2003-08-22",102,123652
"2003-08-22",104,123702
"2003-08-22",105,123501
"2003-08-22",106,123270
"2003-08-22",107,123243
"2003-08-22",108,122552
"2003-08-22",109,122977
"2003-08-22",110,122977
"2003-08-22",111,122412
"2003-08-22",114,124031
"2003-08-22",116,122095
"2003-08-22",117,122768
"2003-08-22",118,122593
"2003-08-22",119,107083
"2003-08-22",120,129388
"2003-08-22",121,130353
"2003-08-22",122,122319
"2003-08-22",123,930
"2003-08-22",124,123351
"2003-08-22",125,123324
"2003-08-22",126,127600
"2003-08-22",127,124830
"2003-08-22",128,124142
"2003-08-22",129,123076
"2003-08-22",131,124023
"2003-08-29",26,107161
"2003-08-29",54,124355
"2003-08-29",55,122711
"2003-08-29",68,123147
"2003-08-29",72,107433
"2003-08-29",93,123067
"2003-08-29",95,122911
"2003-08-29",96,122912
"2003-08-29",97,123151
"2003-08-29",100,13771
"2003-08-29",101,123200
"2003-08-29",102,123846
