"date","peer_id","sum"
"1998-04-17",21,48996
"1998-04-17",22,50155
"1998-04-17",23,53282
"1998-04-24",2,48749
"1998-04-24",3,44586
"1998-04-24",4,52338
"1998-04-24",7,55700
"1998-04-24",8,50146
"1998-04-24",9,49539
"1998-04-24",11,50313
"1998-04-24",12,49272
"1998-04-24",13,23889
"1998-04-24",15,581
"1998-04-24",16,12631
"1998-04-24",17,11495
"1998-04-24",18,1101
"1998-04-24",19,180
"1998-04-24",21,49382
"1998-04-24",22,54933
"1998-04-24",23,53345
"1998-05-01",2,49047
"1998-05-01",3,44364
"1998-05-01",4,52156
"1998-05-01",7,53714
"1998-05-01",8,50129
"1998-05-01",9,47570
"1998-05-01",11,50155
"1998-05-01",12,49043
"1998-05-01",13,24474
"1998-05-01",15,577
"1998-05-01",16,12577
"1998-05-01",17,11049
"1998-05-01",18,1129
"1998-05-01",19,183
"1998-05-01",21,49186
"1998-05-01",22,50344
"1998-05-01",23,52436
"1998-05-08",2,49346
"1998-05-08",3,44589
"1998-05-08",4,52469
"1998-05-08",7,53791
"1998-05-08",8,50625
"1998-05-08",9,47695
"1998-05-08",11,50477
"1998-05-08",12,49296
"1998-05-08",13,23195
"1998-05-08",15,585
"1998-05-08",16,12687
"1998-05-08",17,12291
"1998-05-08",18,1134
"1998-05-08",19,189
"1998-05-08",21,49471
"1998-05-08",22,50609
"1998-05-08",23,52146
"1998-05-08",24,50299
"1998-05-15",2,49229
"1998-05-15",3,44334
"1998-05-15",4,52374
"1998-05-15",7,51757
"1998-05-15",8,50535
"1998-05-15",11,50391
"1998-05-15",12,49192
"1998-05-15",13,24346
"1998-05-15",15,583
"1998-05-15",16,12772
"1998-05-15",17,11262
"1998-05-15",18,1107
"1998-05-15",19,195
"1998-05-15",21,49355
"1998-05-15",22,50625
"1998-05-15",23,52024
"1998-05-29",2,48934
"1998-05-29",3,43773
"1998-05-29",4,51776
"1998-05-29",7,51347
"1998-05-29",8,50072
"1998-05-29",11,49903
"1998-05-29",12,48916
"1998-05-29",13,24313
"1998-05-29",15,675
"1998-05-29",16,12096
"1998-05-29",17,11357
"1998-05-29",18,1103
"1998-05-29",19,190
"1998-05-29",21,49033
"1998-05-29",22,50289
"1998-05-29",23,51491
"1998-05-29",25,46010
"1998-06-05",2,48348
"1998-06-05",3,43578
"1998-06-05",4,51203
"1998-06-05",7,50845
"1998-06-05",8,49523
"1998-06-05",11,49414
"1998-06-05",12,48323
"1998-06-05",13,23922
"1998-06-05",15,676
"1998-06-05",16,11861
"1998-06-05",17,11295
"1998-06-05",18,1139
"1998-06-05",19,193
"1998-06-05",21,48537
"1998-06-05",22,49325
"1998-06-05",23,50710
"1998-06-05",25,48630
"1998-06-12",2,48190
"1998-06-12",3,43451
"1998-06-12",4,50943
"1998-06-12",7,51659
"1998-06-12",8,49460
"1998-06-12",11,49341
"1998-06-12",12,48262
"1998-06-12",13,23187
"1998-06-12",15,687
"1998-06-12",16,11781
"1998-06-12",17,11654
"1998-06-12",18,1265
"1998-06-12",19,195
"1998-06-12",21,48429
"1998-06-12",22,49311
"1998-06-12",23,50637
"1998-06-12",25,48537
"1998-06-19",2,48945
"1998-06-19",3,43905
"1998-06-19",4,51487
"1998-06-19",7,51498
"1998-06-19",8,50099
"1998-06-19",11,50038
"1998-06-19",12,48887
"1998-06-19",13,24475
"1998-06-19",15,705
"1998-06-19",16,11872
"1998-06-19",17,11302
"1998-06-19",18,1278
"1998-06-19",19,201
"1998-06-19",21,49086
"1998-06-19",22,50284
"1998-06-19",23,51313
"1998-06-19",25,49138
"1998-06-26",2,49030
"1998-06-26",3,44121
"1998-06-26",4,51604
"1998-06-26",7,51707
"1998-06-26",8,50215
"1998-06-26",11,50147
"1998-06-26",12,48985
"1998-06-26",13,24322
"1998-06-26",15,714
"1998-06-26",16,11842
"1998-06-26",17,11597
"1998-06-26",18,1253
"1998-06-26",19,187
"1998-06-26",21,49205
"1998-06-26",22,50193
"1998-06-26",23,51524
"1998-06-26",25,49010
"1998-07-03",2,48679
"1998-07-03",3,43930
"1998-07-03",4,51008
"1998-07-03",7,51703
"1998-07-03",8,49912
"1998-07-03",11,49774
"1998-07-03",12,48634
"1998-07-03",13,23600
"1998-07-03",15,717
"1998-07-03",16,11743
"1998-07-03",17,11585
"1998-07-03",18,1265
"1998-07-03",19,205
"1998-07-03",22,50099
"1998-07-03",23,51538
"1998-07-03",25,49187
"1998-07-03",26,49149
"1998-07-10",2,49451
"1998-07-10",3,44695
"1998-07-10",4,51884
"1998-07-10",7,52471
"1998-07-10",8,50768
"1998-07-10",11,50621
"1998-07-10",12,49424
"1998-07-10",13,21718
"1998-07-10",15,703
"1998-07-10",16,12680
"1998-07-10",17,11589
"1998-07-10",18,1291
"1998-07-10",19,203
"1998-07-10",22,50948
"1998-07-10",23,51172
"1998-07-10",25,49690
"1998-07-10",26,49684
"1998-07-17",2,49779
"1998-07-17",3,44906
"1998-07-17",4,52255
"1998-07-17",7,52680
"1998-07-17",8,50974
"1998-07-17",11,50832
"1998-07-17",12,49721
"1998-07-17",13,23252
"1998-07-17",15,713
"1998-07-17",16,12519
"1998-07-17",17,11796
"1998-07-17",18,1305
"1998-07-17",19,207
"1998-07-17",22,51139
"1998-07-17",23,51347
"1998-07-17",25,49888
"1998-07-17",26,49871
"1998-07-24",2,49777
"1998-07-24",3,44938
"1998-07-24",4,52381
"1998-07-24",7,52933
"1998-07-24",8,51021
"1998-07-24",11,50913
"1998-07-24",12,49766
"1998-07-24",13,24433
"1998-07-24",15,697
"1998-07-24",16,12140
"1998-07-24",17,11608
"1998-07-24",18,1287
"1998-07-24",19,207
"1998-07-24",22,51188
"1998-07-24",23,51529
"1998-07-24",25,51418
"1998-07-24",26,51426
"1998-07-31",2,49687
"1998-07-31",3,44790
"1998-07-31",4,52426
"1998-07-31",7,52800
"1998-07-31",8,51108
"1998-07-31",11,50871
"1998-07-31",12,49757
"1998-07-31",13,21581
"1998-07-31",15,869
"1998-07-31",16,12398
"1998-07-31",17,12763
"1998-07-31",18,797
"1998-07-31",19,207
"1998-07-31",22,51136
"1998-07-31",23,51540
"1998-07-31",25,51633
"1998-07-31",26,51624
"1998-08-07",2,49815
"1998-08-07",3,44916
"1998-08-07",4,52515
"1998-08-07",8,47143
"1998-08-07",11,51008
"1998-08-07",12,49855
"1998-08-07",13,24226
"1998-08-07",15,685
"1998-08-07",16,12284
"1998-08-07",17,11757
"1998-08-07",18,1284
"1998-08-07",19,197
"1998-08-07",22,51275
"1998-08-07",23,51557
"1998-08-07",25,48949
"1998-08-07",26,51289
"1998-08-14",2,49825
"1998-08-14",3,44884
"1998-08-14",4,52554
"1998-08-14",8,51165
"1998-08-14",11,50228
"1998-08-14",12,49871
"1998-08-14",13,24138
"1998-08-14",15,690
"1998-08-14",16,12088
"1998-08-14",17,11888
"1998-08-14",18,1285
"1998-08-14",19,208
"1998-08-14",22,51210
"1998-08-14",23,51638
"1998-08-14",25,51029
"1998-08-14",26,51373
"1998-08-21",2,49958
"1998-08-21",3,44996
"1998-08-21",4,52656
"1998-08-21",7,52717
"1998-08-21",8,51349
"1998-08-21",11,51235
"1998-08-21",13,24899
"1998-08-21",15,706
"1998-08-21",16,11884
"1998-08-21",17,11799
"1998-08-21",18,1275
"1998-08-21",19,201
"1998-08-21",22,51442
"1998-08-21",23,51831
"1998-08-21",25,51699
"1998-08-21",26,51711
"1998-08-21",27,50031
"1998-08-21",28,50028
"1998-08-28",2,50244
"1998-08-28",3,45252
"1998-08-28",4,52855
"1998-08-28",7,53465
"1998-08-28",8,51613
"1998-08-28",11,51482
"1998-08-28",13,49018
"1998-08-28",15,711
"1998-08-28",18,1287
"1998-08-28",19,220
"1998-08-28",22,51975
"1998-08-28",23,52195
"1998-08-28",25,52045
"1998-08-28",26,52048
"1998-08-28",27,50304
"1998-08-28",28,50306
"1998-09-04",2,50007
"1998-09-04",3,48908
"1998-09-04",4,52577
"1998-09-04",7,52964
"1998-09-04",8,51278
"1998-09-04",11,51324
"1998-09-04",13,48793
"1998-09-04",15,710
"1998-09-04",18,1296
"1998-09-04",19,217
"1998-09-04",22,51530
"1998-09-04",23,52124
"1998-09-04",25,47268
"1998-09-04",26,51630
"1998-09-04",27,50070
"1998-09-04",28,50071
"1998-09-04",29,49522
"1998-09-04",30,50881
"1998-09-11",2,50238
"1998-09-11",3,49113
"1998-09-11",4,52823
"1998-09-11",7,56194
"1998-09-11",8,51596
"1998-09-11",11,51672
"1998-09-11",13,49087
"1998-09-11",15,725
"1998-09-11",18,1354
"1998-09-11",19,210
"1998-09-11",22,51852
"1998-09-11",23,52404
"1998-09-11",25,52137
"1998-09-11",26,51856
"1998-09-11",27,50325
"1998-09-11",28,50328
"1998-09-11",29,49752
"1998-09-11",30,51296
"1998-09-18",2,49953
"1998-09-18",3,49181
"1998-09-18",4,52088
"1998-09-18",7,55479
"1998-09-18",8,48958
"1998-09-18",11,51462
"1998-09-18",13,47956
"1998-09-18",15,720
"1998-09-18",18,1331
"1998-09-18",19,211
"1998-09-18",22,49679
"1998-09-18",23,52124
"1998-09-18",25,51980
"1998-09-18",26,51949
"1998-09-18",27,50020
"1998-09-18",28,50021
"1998-09-18",29,49783
"1998-09-18",30,51083
"1998-09-25",2,49793
"1998-09-25",3,48814
"1998-09-25",4,52120
"1998-09-25",7,52560
"1998-09-25",8,51229
"1998-09-25",11,51343
"1998-09-25",13,47453
"1998-09-25",15,731
"1998-09-25",18,1460
"1998-09-25",19,239
"1998-09-25",22,51386
"1998-09-25",23,51961
"1998-09-25",25,51825
"1998-09-25",26,51783
"1998-09-25",27,49845
"1998-09-25",28,49841
"1998-09-25",29,49463
"1998-09-25",30,50876
"1998-09-25",31,51470
"1998-10-02",2,49964
"1998-10-02",3,49008
"1998-10-02",4,51455
"1998-10-02",7,52466
"1998-10-02",8,51276
"1998-10-02",11,51464
"1998-10-02",13,47603
"1998-10-02",15,733
"1998-10-02",18,1466
"1998-10-02",19,242
"1998-10-02",22,51536
"1998-10-02",23,52215
"1998-10-02",25,51960
"1998-10-02",26,51911
"1998-10-02",27,49972
"1998-10-02",28,49972
"1998-10-02",29,49401
"1998-10-02",30,50966
"1998-10-02",31,51674
"1998-10-09",2,50313
"1998-10-09",3,51694
"1998-10-09",4,52479
"1998-10-09",7,52809
"1998-10-09",8,51777
"1998-10-09",11,51954
"1998-10-09",13,48322
"1998-10-09",15,693
"1998-10-09",18,1510
"1998-10-09",19,251
"1998-10-09",22,52188
"1998-10-09",23,52669
"1998-10-09",25,52398
"1998-10-09",26,52377
"1998-10-09",27,50278
"1998-10-09",28,50278
"1998-10-09",29,51972
"1998-10-09",30,51446
"1998-10-09",31,52021
"1998-10-16",2,50723
"1998-10-16",3,52181
"1998-10-16",4,53430
"1998-10-16",7,43287
"1998-10-16",8,52337
"1998-10-16",11,52549
"1998-10-16",13,49225
"1998-10-16",15,698
"1998-10-16",18,1505
"1998-10-16",22,52732
"1998-10-16",23,54631
"1998-10-16",25,53283
"1998-10-16",26,53222
"1998-10-16",29,52338
"1998-10-16",30,52076
"1998-10-16",31,52791
"1998-10-23",2,50830
"1998-10-23",3,52237
"1998-10-23",4,53653
"1998-10-23",8,52561
"1998-10-23",11,52558
"1998-10-23",13,49134
"1998-10-23",15,696
"1998-10-23",18,1465
"1998-10-23",22,52877
"1998-10-23",23,54637
"1998-10-23",25,53211
"1998-10-23",26,53172
"1998-10-23",29,52416
"1998-10-23",30,52298
"1998-10-23",31,53012
"1998-10-30",2,50983
"1998-10-30",3,52425
"1998-10-30",4,53684
"1998-10-30",8,52593
"1998-10-30",11,52734
"1998-10-30",13,48993
"1998-10-30",15,670
"1998-10-30",18,1421
"1998-10-30",22,52901
"1998-10-30",23,53406
"1998-10-30",25,53476
"1998-10-30",26,53442
"1998-10-30",29,52631
"1998-10-30",30,52288
"1998-10-30",31,53026
"1998-11-06",2,50997
"1998-11-06",3,52513
"1998-11-06",4,53716
"1998-11-06",8,52621
"1998-11-06",11,54128
"1998-11-06",13,49733
"1998-11-06",15,658
"1998-11-06",18,1492
"1998-11-06",22,54289
"1998-11-06",23,52121
"1998-11-06",25,40771
"1998-11-06",26,38903
"1998-11-06",29,52179
"1998-11-06",30,52326
"1998-11-06",31,54428
"1998-11-06",32,9234
"1998-11-13",2,51080
"1998-11-13",3,52557
"1998-11-13",4,53793
"1998-11-13",8,52712
"1998-11-13",11,52910
"1998-11-13",13,46656
"1998-11-13",15,661
"1998-11-13",18,1496
"1998-11-13",22,53051
"1998-11-13",23,53578
"1998-11-13",25,53241
"1998-11-13",26,53644
"1998-11-13",27,51300
"1998-11-13",28,51300
"1998-11-13",29,52681
"1998-11-13",30,52453
"1998-11-13",31,53299
"1998-11-13",32,9319
"1998-11-20",2,52533
"1998-11-20",3,54168
"1998-11-20",4,55347
"1998-11-20",8,54260
"1998-11-20",11,54439
"1998-11-20",13,50119
"1998-11-20",15,683
"1998-11-20",18,1664
"1998-11-20",22,54576
"1998-11-20",23,55140
"1998-11-20",25,55085
"1998-11-20",26,55085
"1998-11-20",27,52769
"1998-11-20",28,52770
"1998-11-20",29,54318
"1998-11-20",30,53971
"1998-11-20",31,54741
"1998-11-20",32,9468
"1998-11-27",2,51599
"1998-11-27",3,53317
"1998-11-27",4,54436
"1998-11-27",8,53396
"1998-11-27",11,53595
"1998-11-27",13,50296
"1998-11-27",15,684
"1998-11-27",18,1679
"1998-11-27",22,53687
"1998-11-27",23,54281
"1998-11-27",25,51820
"1998-11-27",26,54176
"1998-11-27",27,51817
"1998-11-27",28,51820
"1998-11-27",29,53496
"1998-11-27",30,53087
"1998-11-27",31,53896
"1998-11-27",32,24997
"1998-12-04",2,51841
"1998-12-04",3,53562
"1998-12-04",4,54751
"1998-12-04",8,53747
"1998-12-04",11,53884
"1998-12-04",13,50558
"1998-12-04",15,670
"1998-12-04",18,1693
"1998-12-04",19,1075
"1998-12-04",22,54047
"1998-12-04",23,54577
"1998-12-04",25,54509
"1998-12-04",26,54582
"1998-12-04",27,52159
"1998-12-04",28,52157
"1998-12-04",29,53767
"1998-12-04",30,53409
"1998-12-04",31,54179
"1998-12-04",32,9704
"1998-12-11",2,51768
"1998-12-11",3,53534
"1998-12-11",4,54684
"1998-12-11",8,53633
"1998-12-11",11,53831
"1998-12-11",13,50536
"1998-12-11",15,702
"1998-12-11",18,1716
"1998-12-11",19,1115
"1998-12-11",22,53986
"1998-12-11",23,54536
"1998-12-11",25,54488
"1998-12-11",26,54483
"1998-12-11",27,52067
"1998-12-11",28,52064
"1998-12-11",30,53355
"1998-12-11",31,54114
"1998-12-11",32,9934
"1998-12-18",2,52165
"1998-12-18",3,53875
"1998-12-18",4,55000
"1998-12-18",8,53917
"1998-12-18",11,54264
"1998-12-18",13,50600
"1998-12-18",15,708
"1998-12-18",18,1741
"1998-12-18",19,1142
"1998-12-18",22,54287
"1998-12-18",23,54836
"1998-12-18",26,54687
"1998-12-18",27,52421
"1998-12-18",28,52421
"1998-12-18",29,54073
"1998-12-18",30,53668
"1998-12-18",31,54412
"1998-12-18",32,9843
"1998-12-25",2,52237
"1998-12-25",3,53973
"1998-12-25",4,55100
"1998-12-25",8,54028
"1998-12-25",11,54252
"1998-12-25",13,50764
"1998-12-25",15,713
"1998-12-25",18,1727
"1998-12-25",19,1111
"1998-12-25",22,54414
"1998-12-25",23,54951
"1998-12-25",25,31044
"1998-12-25",26,54421
"1998-12-25",27,52492
"1998-12-25",28,52490
"1998-12-25",29,54173
"1998-12-25",30,53775
"1998-12-25",31,54531
"1998-12-25",32,9882
"1999-01-15",2,52561
"1999-01-15",3,54365
"1999-01-15",4,55231
"1999-01-15",8,54104
"1999-01-15",11,54162
"1999-01-15",13,51142
"1999-01-15",15,705
"1999-01-15",18,1798
"1999-01-15",19,1177
"1999-01-15",22,54485
"1999-01-15",23,54939
"1999-01-15",25,31174
"1999-01-15",26,52563
"1999-01-15",27,52554
"1999-01-15",28,52532
"1999-01-15",29,54590
"1999-01-15",30,53919
"1999-01-15",31,54645
"1999-01-15",32,9373
"1999-01-22",2,52787
"1999-01-22",3,54630
"1999-01-22",4,55499
"1999-01-22",8,54427
"1999-01-22",11,54492
"1999-01-22",13,51381
"1999-01-22",15,716
"1999-01-22",18,1899
"1999-01-22",19,1160
"1999-01-22",22,54762
"1999-01-22",23,55245
"1999-01-22",25,31680
"1999-01-22",26,54759
"1999-01-22",27,52775
"1999-01-22",28,52776
"1999-01-22",29,54870
"1999-01-22",30,54173
"1999-01-22",31,54932
"1999-01-22",32,9442
"1999-01-29",2,52971
"1999-01-29",3,55038
"1999-01-29",4,55855
"1999-01-29",8,54782
"1999-01-29",11,54856
"1999-01-29",13,51748
"1999-01-29",15,709
"1999-01-29",18,1921
"1999-01-29",19,1163
"1999-01-29",22,55127
"1999-01-29",23,55634
"1999-01-29",25,32932
"1999-01-29",26,55419
"1999-01-29",27,52946
"1999-01-29",28,52945
"1999-01-29",29,55165
"1999-01-29",30,54709
"1999-01-29",31,55275
"1999-01-29",32,9126
"1999-02-05",2,52906
"1999-02-05",3,55064
"1999-02-05",4,55823
"1999-02-05",8,54785
"1999-02-05",11,54846
"1999-02-05",13,51837
"1999-02-05",15,718
"1999-02-05",18,1918
"1999-02-05",19,1143
"1999-02-05",22,55157
"1999-02-05",23,55620
"1999-02-05",25,34377
"1999-02-05",26,55348
"1999-02-05",27,52889
"1999-02-05",28,52891
"1999-02-05",29,55228
"1999-02-05",30,54757
"1999-02-05",31,55278
"1999-02-05",32,9605
"1999-02-12",2,53059
"1999-02-12",3,55000
"1999-02-12",4,55965
"1999-02-12",8,53494
"1999-02-12",11,54817
"1999-02-12",13,32674
"1999-02-12",15,740
"1999-02-12",18,1907
"1999-02-12",19,1185
"1999-02-12",22,55012
"1999-02-12",23,55622
"1999-02-12",25,32826
"1999-02-12",26,55230
"1999-02-12",27,17381
"1999-02-12",28,17294
"1999-02-12",29,55215
"1999-02-12",30,54713
"1999-02-12",31,55262
"1999-02-12",32,9164
"1999-02-19",2,53876
"1999-02-19",3,55492
"1999-02-19",4,56294
"1999-02-19",8,55233
"1999-02-19",11,55377
"1999-02-19",13,44201
"1999-02-19",15,740
"1999-02-19",18,1968
"1999-02-19",19,1198
"1999-02-19",22,55575
"1999-02-19",23,56347
